 	1	2	3	4	5	6	7	8	9	10	11	12
A	130904039.39	97395628.34	133691497.71	16284919.00	15127188.16	310342703.09	36961344.17	46067821.15	14814066.59	135354244.51	16296706.64	111421849.56
B	15860856.45	13694347.32	14937824.37	10923043.75	5656853.78	26699569.49	5759450.14	6132027.96	5986915.73	50742819.24	12835016.31	81494323.42
C	118592654.08	78914460.80	94244311.96	68774802.29	82339239.37	36109496.60	38164285.57	52997882.27	45537263.89	56635969.53	72338626.54	140065662.68
D	100661834.38	107939945.80	88453316.97	68259767.45	60329941.40	69238367.54	46448135.77	48841140.51	68442469.22	94114890.21	94247498.49	128662401.50
E	113154239.40	119003460.23	113617291.48	69942192.57	74433100.18	31531831.97	29237571.98	43213175.22	53879253.49	59544237.79	140084936.83	135420883.60
F	117483259.89	127657343.58	98681048.81	81047169.06	89710791.61	22258002.16	30299406.60	50420393.73	57841471.64	67492040.43	120219218.96	65406551.11
G	94335318.22	108190437.29	95668001.76	98640947.76	106842142.13	50808736.46	74085684.87	80124030.77	87128044.92	99357019.61	94215132.50	43481798.49
H	87789388.16	88592828.96	75801144.50	78723204.69	87482230.75	97885133.83	79128744.44	68373068.05	81565518.33	87163769.77	86883031.92	20860282.33
I	103195344.02	101057216.28	95450709.43	86812532.03	124339765.41	167773635.64	414103354.36	145131799.58	190739418.33	182984212.83	118860461.66	17581323.65
J	91889246.45	88431172.94	68528505.41	48737235.87	98558810.42	118979069.14	297579945.20	141422193.63	193018768.12	169020565.96	123732405.70	25256253.72
K	108817908.30	107771881.63	115423890.72	97174740.76	132165833.34	117419983.50	174823352.18	112642059.19	103985744.90	110149948.61	54007461.12	22206056.49
L	95032006.68	97073104.57	76200355.62	91223699.15	86966902.72	93825717.47	69010336.92	122953706.78	79281035.13	109160698.43	62671856.08	43615312.55
M	100007983.43	93715883.41	92788647.34	98079679.42	123952946.00	85740052.97	136951021.72	117378082.11	68104716.04	90162399.04	92577205.97	43891734.46
N	87422435.21	72817052.46	72624663.87	77211665.65	82752173.26	109390387.14	46821614.22	114740661.72	64772745.36	92306959.14	73512299.82	44867263.42
O	79843343.50	101190163.82	85314322.02	99490309.95	108814688.28	122728695.78	60422173.41	92827226.97	83331648.78	94416951.00	156827684.44	85657697.06
P	67772882.03	79975093.69	64586493.60	67107054.08	80544706.73	61525468.31	52563939.75	110206216.04	67272973.86	88664345.53	143618777.58	74976417.24
Q	78459624.54	62309306.61	59390901.01	64177456.94	74375864.01	101498600.08	59791219.81	91538246.39	87341699.15	74520792.92	121581991.47	81103367.72
R	87000970.92	81620556.03	59348622.77	74255019.78	86635220.90	136831089.70	63064616.97	84767738.41	67779418.18	77948933.50	212583632.48	65431975.18
S	166474491.19	179640363.69	141077812.77	153282532.59	143400506.39	153599739.96	172654538.72	124625481.09	97720245.16	158284773.29	105627837.44	86242933.52
T	174326346.94	195356249.49	142599905.24	143254636.27	132988928.35	147799765.07	208889428.01	164134725.10	100362724.71	212275362.71	96173227.74	131990255.81
U	131531947.87	124209601.46	115072855.23	126140778.64	93631574.45	113432653.04	70392057.14	109726966.22	85363180.77	88056607.97	47365800.22	68947062.45
V	111031438.81	107737506.17	98169489.70	91184425.09	68258152.67	77197990.89	58988041.59	78889398.00	86888376.11	87839976.95	61509202.28	84310319.52
W	111791813.65	117962898.81	117394975.56	89686408.17	42692709.89	67824098.90	60875523.82	90910086.31	102135341.33	99535478.46	88324342.89	88321677.03
X	93066200.59	107989034.77	106872229.91	154306964.06	70965209.88	17646838.04	26650673.03	46076823.77	93741447.04	121743556.76	85199846.08	97855133.43
