 	1	2	3	4	5	6	7	8	9	10	11	12
A	15158127.62	6448228.85	8691369.43	4874130.52	14933873.87	5413819.37	27950627.79	9647651.07	4185466.35	4978998.99	4321031.43	5634813.01
B	9198483.20	7141181.17	6078998.15	5862337.11	23099720.89	7608696.16	31809990.97	15196989.56	4378942.98	5886937.45	4808243.22	5633003.96
C	7178962.91	7311026.72	5344249.67	5506987.43	18168979.95	12749264.15	9033625.63	11635373.73	13140661.61	15926346.57	10121748.34	6005105.42
D	5488822.39	6693084.46	5034411.59	4832176.26	6292863.97	10708665.41	8167653.04	8970388.84	13384787.55	20162934.72	15511851.60	7711105.97
E	5236391.67	6758038.36	4360131.40	4661610.64	7710808.79	9747884.37	5589857.57	8661240.10	9286299.66	12790774.84	19732503.84	6250540.67
F	5838502.82	6660854.32	4687051.93	4665202.91	10866104.69	6590014.54	6207611.74	7994644.16	10600188.05	14908116.72	13878818.79	7084855.89
G	7225111.02	8932177.89	7068324.62	8009743.09	16065395.66	9736935.47	14186133.67	10278028.92	10244642.19	15806929.06	14490905.30	5630252.69
H	8703442.28	10261335.00	8262722.91	8796776.07	10443373.09	10322358.69	9581970.26	11395816.02	10995768.60	14683837.43	11086875.56	6475964.60
I	35337537.91	22019796.95	75686772.43	39440033.91	14533194.85	8724666.54	14284403.46	9768035.05	9686850.84	17873329.21	14935921.74	12325309.39
J	20215842.16	18804352.38	23019681.31	25875425.02	16499858.57	9046711.28	10303913.84	10538298.68	11818419.09	16475120.13	24376669.02	34056506.21
K	9237122.83	9996034.25	10207591.65	11057559.57	10195343.47	8884181.67	14847330.60	11419921.83	11688396.75	16394165.82	23206815.30	21092655.41
L	6758913.44	7889235.85	7869719.51	6719804.46	7816777.00	8956596.45	7310668.03	10730061.85	11522107.81	12832296.81	16617694.94	32911166.12
M	7271582.97	7517247.35	6470663.69	7698784.76	10444980.52	10539322.02	7327242.32	9519513.68	9469594.48	14948760.15	30875819.06	45733830.06
N	5626746.00	6712447.11	5188949.08	6247872.83	8296553.80	12044276.13	6642294.72	8868805.15	8587556.24	11620104.26	22935337.10	33107014.25
O	5213520.94	7335984.76	5121622.18	7005154.83	9114023.67	10147195.24	9046113.47	8442697.80	8447652.41	12201311.82	18680754.29	14148560.85
P	5379184.25	6167771.45	5372951.84	8639285.11	8427896.23	8962005.40	7348484.06	8717016.42	7705458.49	11205573.43	13884222.97	12714972.30
Q	5258200.13	7024841.46	4759640.60	5505015.88	7407362.38	11203035.58	7017414.24	7967510.95	7297603.63	9324523.75	16272401.76	15419837.37
R	5590990.29	7568406.41	4799871.17	5782080.98	8631430.09	9996425.05	8285912.98	8255118.22	7433923.81	10154745.18	17113837.14	12964447.63
S	8368560.23	9723949.33	8473835.31	15624036.57	11468265.09	11139239.15	17477403.40	11694590.36	11668158.87	15798364.62	14452060.83	11517573.59
T	11841096.63	13071262.80	12535972.50	27418712.68	12140387.82	12768268.55	28909961.61	15026209.59	13901650.53	18258603.64	23870042.72	16569304.61
U	8495135.41	10542965.21	8319898.29	10557507.89	9613488.71	12944713.69	33687763.12	14239186.88	12668818.02	16260457.42	26146571.56	17060291.57
V	7160693.34	9169776.08	6741569.15	7013398.97	8042964.20	7227101.61	11515569.98	11387802.54	9986395.02	14383020.74	24840392.91	12072986.56
W	8851839.65	10206234.79	6264479.41	6990779.15	7672283.13	7811560.60	11942599.74	11055258.43	11975839.17	16438757.98	26361247.85	17315967.71
X	7679702.36	8928147.74	6209836.08	5463014.64	9396691.85	5618666.54	8605797.96	10221896.42	12443992.67	21475579.10	39419129.97	14721859.17
