 	1	2	3	4	5	6	7	8	9	10	11	12
A	14709417.86	2897773.26	15487063.93	5074507.34	52184872.89	3421516.97	10710709.52	4149093.88	1766267.20	4027469.88	2360135.22	4114979.01
B	6352896.07	3094821.21	7549283.91	4708589.92	12046478.97	3747717.76	11734037.90	7677933.92	2174827.61	5370068.50	2443432.32	3005908.97
C	6702866.78	6135681.40	5270647.68	5439798.50	6081880.08	6355950.60	37231047.61	10287122.35	8260196.22	14568125.17	6125278.61	3141812.98
D	5011104.22	6615902.14	4847138.32	5562566.83	6949693.36	8270579.59	11951375.84	7357665.67	9122462.49	15341720.87	12321324.68	4439120.38
E	3675101.44	4772817.41	2973553.78	3513480.82	4567728.41	3356899.44	4442531.46	5558796.78	5422134.29	9642673.02	21301551.28	4162717.49
F	3909698.09	3730976.68	3092765.84	3553960.83	7050135.15	3680579.22	5049383.49	5915826.45	5721639.59	8526422.36	14492885.46	5128887.23
G	5684557.38	7261728.41	5200160.55	8562308.67	13879883.39	7923367.13	9003332.07	11041848.59	8098964.71	15568575.67	20724838.82	7767473.45
H	7273494.29	8156622.12	8419401.76	18733551.35	8537797.08	11270914.87	6905183.08	7600216.34	8209229.32	12583031.09	18488211.59	4146540.84
I	18052897.65	17981248.98	82829681.00	26187646.55	15981070.55	27963754.94	13558090.55	11982707.02	9193344.15	19143251.87	19600528.55	3611248.02
J	11957141.24	21678378.22	21131920.52	13701961.44	19744679.06	20969217.43	11465347.45	9532586.30	8471296.08	14562653.20	49069557.37	5372646.19
K	7611303.31	9427329.40	6522048.16	7233905.55	8048385.98	6126653.69	10404846.30	9376747.19	7042715.63	18103794.80	19052342.47	8940126.49
L	5991265.93	10166803.27	6693478.49	9453837.29	4670961.25	7946045.32	8191257.02	10050237.75	8707870.39	10705004.15	11665170.62	13369465.64
M	8508909.15	8639462.40	6293734.12	5942966.41	5116915.75	6702711.71	9268524.58	7689573.60	7128250.06	14598115.40	29870218.91	25992773.65
N	8775529.65	7980231.31	5911993.90	6197911.98	5151433.34	19451972.42	7293785.20	11800556.94	14047280.85	16639906.73	17466610.42	32194007.98
O	11208949.11	8158292.07	7372110.01	8529877.77	5871617.67	8259188.71	7364320.65	7890810.91	11949733.55	13261594.10	17889831.62	12984852.25
P	17598471.61	8534222.17	5481220.91	4625511.51	5553863.19	4520137.24	8270596.18	8489451.38	16586496.07	14127239.99	11452312.82	6519467.08
Q	10956795.17	7960914.83	4476001.98	3446380.70	4502569.79	3920665.82	8341923.90	7090277.43	9076938.23	9716666.30	17485210.19	9887608.39
R	7085817.88	6571528.29	3965335.82	4030197.48	5481450.05	4100158.01	6787278.47	5036658.36	5584588.18	8359671.26	19068916.51	9324761.09
S	8062979.81	6337260.90	5041821.92	8685271.38	7054458.86	6696776.82	7412138.17	5140183.41	5842739.15	9616763.45	35536851.72	9145583.24
T	8659350.81	6526006.23	7046088.89	12941541.63	12239488.34	9726781.35	13251964.09	6910158.66	5698624.82	10640088.23	29848018.74	11638307.93
U	7670163.65	7393243.80	6738670.93	7642464.81	6885055.81	8668633.37	8255493.36	10086107.19	7626398.83	11277661.60	17268791.12	11464415.63
V	5435982.24	6237028.64	5954861.48	7195195.64	6491038.57	5688349.94	5780369.11	4872013.86	4585837.62	8190154.15	25504258.38	6712013.20
W	5441068.87	6567471.98	4277610.13	7735875.30	7963229.10	6139434.81	4113565.32	5982778.66	5537485.91	8870142.19	22311016.03	10168775.81
X	8081689.51	4324378.49	3714468.15	3220823.99	9483718.57	2704130.75	3064244.40	3413427.19	6220481.28	11000526.76	12041971.86	7282254.18
