 	1	2	3	4	5	6	7	8	9	10	11	12
A	75457629.63	7087821.95	38330178.83	4694443.89	53828745.27	4560271.99	56644212.18	19397073.30	3799489.07	17974160.41	7380730.14	79954972.27
B	52415319.43	9862091.95	9491681.24	6986362.48	50877801.97	6171412.53	53174719.90	17609089.18	5502928.99	12121912.23	9002431.15	42820114.46
C	60691509.41	52428708.34	53849224.78	42136445.96	57455320.58	38849293.74	23598193.08	62664244.71	55143323.74	56859953.34	70649747.19	48108107.14
D	60486807.04	60975307.05	39060974.03	36035649.40	22959311.35	30219410.50	32877984.88	45985739.85	61174188.47	64468467.65	87608382.82	26920746.87
E	63862316.95	59620360.48	21559555.43	35130938.42	66824501.91	14437014.50	16698825.72	75704300.75	72109802.49	64351492.39	119179923.46	29153444.68
F	86217436.48	62999298.97	22007216.26	44303655.08	53083474.20	13428361.70	27272773.53	64639873.81	71703406.07	67779268.61	105052622.14	20586157.07
G	81299568.46	76039248.05	52476900.51	79344899.64	85500060.01	60442685.18	76294327.20	83874733.48	85676650.18	85569820.36	96229674.48	27758247.96
H	74495724.63	71944569.09	47308834.33	68351131.30	99712175.85	89669779.52	59754046.67	72196138.05	94468049.58	71774389.71	116710093.93	14267187.66
I	108811381.83	73658008.39	55137123.95	140140261.25	163525206.66	89251036.88	318765168.73	123860308.53	128509550.27	121906702.05	46071482.00	7930985.28
J	109612368.97	87313070.17	45665511.55	113999730.62	125814825.21	60114103.54	145281424.60	97284831.12	124257803.93	94201697.32	129100926.71	31024405.69
K	91923467.77	90409411.54	76701147.98	93256735.43	84572697.73	73327154.35	122853344.49	89264655.79	92264573.19	81284226.94	76898790.23	39014986.57
L	100760844.42	117361839.95	79659761.07	84647452.89	70071433.95	69890679.28	64217740.21	75727842.98	101294040.10	64560953.11	44904706.30	59750048.88
M	94305259.63	82538113.80	82314937.17	95102715.36	88695949.10	82854501.39	86722468.77	93240171.59	77700955.05	66776422.79	80151958.17	70564664.88
N	119741327.95	97637450.39	169469301.61	96584561.23	64579514.68	84515076.25	71655052.40	72568433.87	80534983.65	61003499.82	94844912.14	76709185.54
O	79245731.26	78731580.92	126731953.60	89038922.32	115590582.77	149294852.16	74979576.90	74300881.03	77835969.37	60346502.75	122885187.19	69626683.82
P	76102283.07	84576313.01	135566787.98	64065767.82	75665068.86	127265334.26	54813479.40	87494399.55	84400796.64	59844554.38	108609225.93	57410324.55
Q	70581814.13	66744671.05	33396118.76	50996389.60	46262256.05	106252202.67	53559596.52	71407081.70	68870597.71	51268248.17	89834628.77	73949194.96
R	85925705.39	67577900.39	34343641.47	52170317.50	61255927.53	83543649.27	61000308.15	72257180.03	66188081.73	54383490.51	127408582.23	58198067.89
S	108253829.28	93016507.38	45276792.55	128196806.64	89938083.13	127239365.16	134258881.57	75176663.21	90335899.81	127647193.34	62710123.12	61599061.63
T	103416349.85	109188859.90	69068402.43	118692334.55	115393151.54	100314800.01	164450102.36	83465016.50	91671409.43	134953488.86	130873198.13	98220852.59
U	125058783.54	105325280.79	88894073.57	107787811.58	97588133.09	85332511.31	88121364.12	97150414.53	91470280.41	81630835.39	113865765.87	93715037.70
V	119847100.68	86721753.11	77958766.00	120546480.29	102869950.59	46550104.22	88030808.25	74151086.15	85175372.03	77811516.06	63018950.64	94119612.56
W	104807361.23	105503058.01	87912805.01	103320598.48	79132869.63	46661170.40	71611056.76	87301223.12	99234346.09	91419433.17	100690301.99	79105684.29
X	95849260.51	78611154.03	69098013.05	32492894.54	18981772.61	10760810.79	66179123.32	89324042.03	101138401.42	106729486.02	102817475.93	76465196.28
