 	1	2	3	4	5	6	7	8	9	10	11	12
A	99178919.43	49208327.57	88915557.85	7967586.66	12678750.16	52023788.41	10524129.68	38957058.72	6456586.58	21807969.72	4168520.48	23408823.26
B	26547295.45	19766417.15	14844622.01	13772841.94	9368660.06	5587351.92	21561319.96	7861778.55	11991021.50	22777839.89	6878087.17	20265770.32
C	25321186.25	19873391.87	20658550.59	19908553.10	19177327.98	14084522.83	23458989.50	21584429.90	18274154.26	38998685.64	41091565.35	16549838.55
D	24240877.34	27018014.80	23808329.99	19460394.58	14062085.16	20575289.94	16239537.66	20049219.75	31164005.83	48262062.54	75155107.60	25199529.69
E	33994462.33	36833980.93	22092221.16	18358613.60	19185088.36	9265180.47	11230541.12	23435638.27	29095823.09	48111291.07	108449471.64	25195406.33
F	45154644.88	35333795.35	26689441.53	20295382.72	24679449.99	7586837.92	18589523.15	26847041.69	47482844.68	62630749.21	108431021.04	29822124.75
G	35065944.55	41546730.70	40743023.02	42022488.08	56863834.73	20567694.40	35444789.06	40086181.22	52210469.79	75886699.35	133941034.39	38877272.23
H	32666968.15	37106175.99	38502751.07	42462254.32	55791038.95	35306085.39	32972247.79	39985670.21	54754671.30	68575298.45	89058809.72	23275646.47
I	62205851.12	60056327.42	147262985.76	109078603.23	71744173.69	48038470.38	118050368.83	78350533.60	68259452.92	82137912.98	74349767.43	11161028.01
J	55583430.33	58949724.16	73085677.86	65761489.01	95051387.13	52260808.27	117884780.27	82697918.88	94476078.88	83918313.86	141554680.32	23823672.51
K	40087328.59	43091013.75	44848012.78	39026120.99	39659984.12	24117009.65	49261262.30	33582437.12	56538614.07	71803062.44	80785445.85	39124866.41
L	37372972.85	41764659.77	25110403.62	27842073.71	21751677.56	22298510.70	26263677.66	43288951.62	34447802.32	42372956.99	85971903.73	67084348.63
M	25773802.42	24168678.70	26976044.75	24651950.14	34407214.29	28831664.90	38066786.34	42820719.68	28852704.84	49793648.97	115082941.42	80309517.12
N	30680505.25	26631843.75	22676280.54	21468107.35	22663801.77	45198596.24	15514644.12	24746802.83	18463881.16	41956393.92	101620509.22	85470927.08
O	24715632.98	30601130.16	21982501.99	23404955.47	35146265.72	47528908.62	24457568.01	30882117.05	33744226.69	48698560.45	107125869.32	68061555.53
P	29354661.10	23029036.79	17723510.16	17501127.24	27164855.14	36232409.60	19991892.95	32624091.35	34942668.74	49497020.46	138282792.94	62131836.58
Q	30441141.14	23405174.69	15296434.22	16108648.07	14665738.52	49443832.29	22689494.56	30118918.83	32074865.65	37424221.18	136427883.12	82226798.37
R	28953564.61	26180401.80	15486620.02	18037098.85	24074325.87	41824019.80	22975851.59	28600262.77	29983715.84	40381778.98	176647737.43	59011888.76
S	35572543.86	35976666.08	35526480.06	40091967.47	40101774.78	40348005.23	29322348.01	28450388.55	47120565.11	73009510.39	96758565.44	53375629.26
T	48464729.45	44700291.85	47381786.88	46405872.85	52326272.64	51063434.85	59737031.71	39297127.89	51492915.01	85777851.24	139636231.64	82188835.58
U	38568188.95	35263772.98	25835773.09	27504955.68	28936176.73	28000677.14	19038137.87	36411898.07	33217791.02	44615590.38	109506370.07	56855051.28
V	39245609.62	39563506.29	30367764.71	31105997.09	37547156.74	14905079.83	15472857.31	28134765.58	38850099.79	61481212.74	139545268.47	71728453.46
W	44525344.11	51549524.21	37304685.52	41591985.34	67823754.69	16603509.20	16258260.30	42946305.45	59198378.08	74544347.79	109594061.36	69435496.63
X	43926386.89	44634848.51	42789441.05	28847118.73	53383853.29	10288903.68	17252626.22	26212549.68	71180214.47	88789521.54	113902005.00	66792500.21
