 	1	2	3	4	5	6	7	8	9	10	11	12
A	4158282.84	1900543.07	4099535.45	2004163.19	7165986.79	1829966.47	3611161.21	4046830.94	1735667.95	3164830.39	2441923.23	4075343.47
B	8083916.69	2081892.44	9794568.70	2291844.17	3732164.01	1945531.30	4205902.20	3713525.86	1770301.54	2955261.56	2532499.89	3298680.02
C	4997370.62	5065139.49	4099611.34	3564877.04	3953259.55	4826583.22	4382425.49	5012723.87	4552271.68	4888660.13	7470626.65	3971493.08
D	5277402.33	5521148.37	8000969.53	3848006.53	3931659.18	6347303.37	5343210.52	4469092.03	4849701.08	6169904.81	3795811.33	3960391.92
E	5436785.99	5814797.92	4740358.78	4348448.86	3260804.95	3777713.16	3457513.35	4059318.05	4331205.60	4252966.96	4200435.76	3261835.45
F	6196003.23	5467397.57	4794155.70	4463740.11	3959532.16	6771710.14	4151596.82	4601706.50	4759627.68	4688191.91	3709781.95	3278300.62
G	5046594.61	4722743.27	3685838.72	4645884.34	4332587.42	3219344.30	3669295.18	3860319.98	3945922.77	4659614.65	3482478.16	3994017.00
H	5074109.52	4344562.15	4342669.01	3897010.18	4368019.71	3240154.63	3925239.92	3860405.08	4351588.45	4244964.11	3592131.34	3077394.29
I	5194298.17	4473222.33	6424875.53	4461997.33	4729253.16	2685703.96	4225154.17	4142520.55	4160499.66	4503316.65	3003518.49	2391282.26
J	5296825.94	4172594.80	5157074.85	3588076.06	4816353.78	2745444.20	4172907.44	4172556.66	4208196.01	4289285.64	7342899.84	4445715.75
K	5675363.12	5387969.33	5063934.99	9482938.19	4617154.29	3828640.99	17277849.49	5833211.24	4741641.85	4754011.00	3422345.31	8666540.07
L	5776027.06	5379450.55	5754015.24	5285041.30	4609628.61	4917023.55	4324432.41	6204810.16	7122422.28	4481268.61	3638072.03	6188875.23
M	5753913.01	5286275.48	4986998.21	5331175.41	5293266.44	4951366.88	6498225.23	5854688.33	5921981.50	4492393.28	4611008.67	5670954.56
N	10342617.58	5021505.06	4925515.81	8035019.97	4217046.75	5149948.48	3707948.17	4485681.28	4372036.99	3989071.73	3943067.54	4755462.41
O	5201042.61	5118540.25	4822723.05	4782490.05	5129754.62	6194415.74	4590435.76	4113120.73	4510433.65	3928880.07	4414164.82	4370328.21
P	5399713.62	4319952.50	4811852.86	3677905.58	5954852.83	5147564.72	3569368.02	4280843.89	5002773.76	4178572.51	4381342.85	4087913.25
Q	5379962.05	4659087.31	4707428.15	3246850.70	3477879.69	6826205.06	4167939.57	3850618.13	4638915.44	3861314.30	4713125.97	4513479.78
R	5595220.93	5142086.92	4434940.83	3131269.68	3829580.85	5284748.94	4539709.54	3891919.05	4252672.10	4192859.76	4242803.83	4013077.24
S	9237188.02	6213172.24	6067889.00	7903199.60	5601049.98	7882571.52	9227849.89	6044924.08	5521193.51	9288045.91	3230710.99	3517705.81
T	7120424.24	6001728.31	4887984.38	4973861.77	5064282.81	5239646.30	5350118.41	4569127.56	4524613.91	5778497.23	5696068.03	5867354.63
U	6721595.86	5865291.19	5652994.78	5512995.32	4533824.68	6007736.73	4963078.98	5017648.50	5461059.68	4532305.65	3953793.59	4338848.68
V	5916738.67	4843171.49	4814775.30	4400964.31	4653121.71	3054255.28	4813451.58	4252934.68	4462871.90	4557069.07	5298258.50	4067205.15
W	4670396.47	4371785.83	3422148.35	3776855.40	6093788.01	3284967.23	3540399.91	5034158.37	5070720.66	4663560.89	5019100.28	5296845.33
X	5352364.04	3909826.58	3335211.25	2873094.26	3470326.11	3096044.27	3853467.35	4379662.82	4942292.69	4955081.32	4307460.62	4603786.74
