 	1	2	3	4	5	6	7	8	9	10	11	12
A	295959774.94	61673873.03	316777963.16	19962169.72	22683498.04	89848141.36	28469575.70	254941210.27	17888655.84	64179670.59	21737729.00	380348284.54
B	30905242.17	37484686.63	27149406.39	32333722.82	18590838.02	18457737.58	41531940.30	45491255.47	19619872.64	57384263.02	26979878.90	32566635.72
C	130203430.55	102713330.91	99855900.44	184259027.17	164029867.55	143205418.84	119416136.97	154215219.46	117199332.48	120481913.40	49446857.72	122957660.47
D	144067294.43	156172212.28	114069354.74	106190954.29	99032603.79	106991502.22	63226406.02	112172790.58	135489626.51	139753382.94	225052785.19	46924159.11
E	198428519.91	178806487.07	96539515.91	186691301.38	164844864.48	59208736.23	58110086.96	146344603.34	126854309.28	153416565.04	220840656.79	50279376.23
F	238501222.37	217576036.05	118644968.96	194671495.17	184170497.20	50353555.79	58327002.53	149971387.07	146811587.12	195928401.49	200025607.04	57714637.08
G	213433982.72	232116408.66	179935062.39	208241569.63	199014643.51	107940207.31	141787902.01	169113533.59	183873769.91	239420556.27	186638277.41	53486758.05
H	183305716.23	170760122.88	154088253.72	170896222.39	248453687.63	221607429.45	141422615.70	176047179.84	183709300.32	196906265.11	142441402.98	35154460.90
I	203152300.43	180936309.94	111844176.81	115939073.37	263007025.68	171189752.04	265747833.49	258227062.22	232349988.05	313417836.10	101902139.65	16057630.68
J	223845389.75	181625739.09	101637077.17	124481373.23	272268059.68	140056316.76	182713906.80	284500079.75	258505316.20	297570806.77	219934380.00	31254508.17
K	204390260.24	197052405.47	124844780.23	232337121.58	164119771.10	150468416.04	270448721.02	224115783.18	211419225.72	242888687.38	100692963.90	74865182.20
L	188836868.96	243267477.79	164082956.14	282953467.53	144665716.64	185316188.10	267190784.58	193545982.98	201647741.84	155674595.99	102246121.22	141815705.14
M	138943506.82	142868086.23	105147621.80	198626135.57	151028153.61	244662842.27	340404303.15	193222387.05	154536047.79	165319082.37	191080860.42	185191228.61
N	129759160.35	115638140.04	140843119.33	201428538.81	112016031.45	227316745.13	160777750.37	155641931.84	118050705.77	147822397.92	220187083.58	163753896.20
O	129943916.22	177479248.09	463786103.39	195928861.77	197368871.03	288558353.43	179974883.62	163741587.98	169842770.01	179662674.55	299876767.36	160261478.86
P	137758385.92	138516228.73	248471966.37	149160595.26	140030892.95	174426055.57	142294981.38	162084702.56	150338247.67	176722817.92	270433054.41	164574233.89
Q	125085669.12	128540323.97	119202462.48	128779698.45	113173888.47	241989095.79	172773213.50	164627038.63	144139491.42	146158239.57	236007325.66	193452444.96
R	150155511.22	140276182.17	130295337.06	136972089.10	181303876.17	248314307.83	170972792.54	178491093.33	156192818.08	150714183.40	204797132.87	177028266.78
S	150547115.81	183289900.95	141222113.24	233519152.85	249091590.63	219761204.53	171743243.45	134979815.99	182011887.23	243944111.98	140391913.17	190864011.78
T	239522622.70	275320879.35	207729668.19	319898531.83	356685695.90	363598006.06	478030783.78	259130309.17	281955160.05	425031209.02	325991060.76	241084538.65
U	236297554.97	224885939.04	171433536.77	195836414.48	159818532.08	179427344.20	168368853.28	212586395.00	169820958.30	163836461.63	133966675.01	182242911.86
V	254307370.88	245031031.58	158459228.52	197058990.38	192191685.81	118218400.05	118270571.25	171147755.28	175427616.85	186486814.24	162068038.62	151825712.65
W	226916622.80	275630805.33	199357191.69	198044100.80	193834401.22	102353039.40	97376662.07	263096902.06	231761417.60	250760603.43	219314851.42	193622149.59
X	185623767.58	223157908.08	124901254.67	87110073.80	100766053.56	27137074.89	73772356.60	157108206.06	231989060.27	249193443.03	283281803.75	201208823.16
