 	1	2	3	4	5	6	7	8	9	10	11	12
A	64902824.18	2892260.68	33080351.42	4956391.39	185935094.14	5999154.71	99610462.51	54987852.86	4122348.11	61338219.29	10473164.14	24367554.52
B	14119225.61	2312800.22	2584976.20	3691371.93	80222651.49	5222611.83	78756548.40	108918458.83	7244466.96	94154391.01	4548253.30	36003307.40
C	36634246.87	46986729.59	33714738.66	37689343.57	40227454.10	22302813.26	23136622.02	27632646.93	19070501.79	32250286.71	18718346.00	29446444.35
D	39431351.98	31812582.61	29239779.83	3953266.69	29722656.03	19475293.20	18970569.86	22609602.33	17720318.34	85211225.99	7038109.33	65690574.70
E	22105050.24	35341201.37	19537241.31	27578775.01	20714218.85	10905323.32	9826959.20	17976119.36	15294577.98	31967593.70	120535737.72	42998721.53
F	21168798.71	20532447.50	15757700.49	20874195.22	32439720.74	8537454.43	13432642.99	13252074.79	18456767.14	95265087.90	10467553.80	98917562.91
G	44263881.40	53513259.91	35057017.86	66690607.31	61350490.03	22241878.35	43558982.19	47321864.59	46814745.41	85387737.97	96217805.75	91669925.74
H	45116349.36	55324523.40	50187242.97	101508736.39	48899650.53	32761987.54	37707015.00	50858034.47	63577179.46	160948269.22	9265649.61	22099845.38
I	107484293.23	125032489.67	332544395.17	146950050.46	97976864.42	55027202.50	208346569.40	155846030.20	168227894.70	165384043.12	38677825.79	6594720.70
J	100391623.24	116268005.71	244838672.58	88566424.42	98056374.71	36640629.08	152543323.61	106974308.07	121256921.44	119690134.68	134342517.87	13074748.49
K	58042657.96	72303185.09	58627338.32	51269871.99	46413240.22	37624265.85	89878491.09	67045194.67	56927492.79	80431322.94	75846305.07	24530951.58
L	53857889.58	62768209.99	36232056.45	50938687.93	40009768.04	112060296.33	97970642.19	71845307.13	92101644.47	102102423.04	76953477.18	28592421.68
M	68996210.46	77311511.76	43214810.68	47062941.30	53200665.02	77225747.37	72938101.72	60232929.71	62812622.98	74089104.92	94617894.45	26297688.99
N	63784879.57	50245260.11	23974498.62	52749036.86	57180591.54	163432561.31	80553554.76	62326248.49	75249313.07	80726338.57	88881087.87	36435664.74
O	55709321.81	71415575.01	37576310.00	65987080.32	52596041.65	97651813.19	47500963.22	58199009.28	55002951.04	82424838.51	120168099.60	59384796.97
P	73306806.88	62467871.75	29582514.46	50492532.75	47323722.94	94882306.04	40296722.34	58324418.30	65749370.83	89835094.06	110755026.30	52139131.02
Q	67339806.20	75272220.12	36636773.68	42075085.60	41130333.21	89745719.69	43542941.20	55544653.06	46192541.34	58913058.07	128549169.96	54331784.10
R	66861587.07	58126284.60	31088941.05	46033546.04	47985508.72	49493643.08	36034811.19	51146784.45	44713865.24	54489324.62	171122172.53	46618594.45
S	64272662.22	62204239.96	47473308.73	82006603.49	47400198.56	41525669.03	56637958.95	46198523.52	46016765.71	63437344.56	53101197.24	39700932.29
T	96523372.77	77695923.71	95072466.42	125762507.31	73314024.18	75730943.61	162102393.71	106005651.25	57919196.68	124549407.80	126444430.93	61640576.66
U	55008007.77	72333089.62	60321522.62	64584940.56	55221004.91	92404824.72	66563843.53	91246943.00	51920936.95	66480656.58	92030905.40	46334123.37
V	54075612.71	46085643.61	48321360.01	57551811.90	49425919.82	24060519.02	39659298.34	52649706.75	41910268.44	56686247.13	246950171.78	42069729.02
W	44655368.54	52490967.02	37704713.03	58281482.52	52046413.15	20388485.60	36333468.80	49473235.84	48145751.24	57589851.44	106502864.94	55504653.88
X	41025797.51	37003854.15	27503170.56	31215812.19	59273594.78	5935662.89	16738918.82	36834562.97	34578171.82	60235850.16	111288522.75	44102857.84
