 	1	2	3	4	5	6	7	8	9	10	11	12
A	51194787.33	89916538.99	58697035.39	9284257.42	10207981.16	71574699.08	39605085.21	93250065.88	11535595.62	31950022.30	7946797.29	16908888.51
B	9407069.27	10211951.08	8007481.70	7632186.22	7725455.84	7385045.36	14417947.40	13694775.89	9832840.15	21897898.62	8439051.28	13482808.25
C	34371612.64	27339920.89	37754111.14	21582417.22	24228106.33	29514088.61	14620327.21	26328260.67	27054516.58	28531830.49	34494594.94	16578409.18
D	34430746.24	28944623.32	37959048.97	53759125.87	15970106.78	16775429.39	11601435.31	14812977.50	24303854.98	26323187.97	23290588.39	20808895.65
E	28899711.94	37673518.91	44238531.72	122761568.79	20702427.20	24123530.53	10461080.25	20440404.66	23043517.54	22763358.95	27016908.49	23078064.38
F	40728890.71	47155665.24	57992844.10	143400098.61	23690324.69	12428845.34	15844439.44	18073996.58	23258106.74	21792644.73	23435664.94	18121965.73
G	31980878.35	31615202.73	30828884.17	28554304.51	29328298.40	30661542.26	42325460.15	30242636.86	32276548.10	28447061.28	16916994.94	10016692.26
H	28928837.89	30122141.07	27632445.65	25161512.21	27928429.34	51003166.95	27185593.70	28669161.88	29400431.13	24951583.36	14159697.43	9629720.56
I	43170280.40	43945386.04	33661246.40	23557494.01	44783804.75	75146738.71	83196818.97	52752474.25	51868458.49	42284156.43	17964619.40	7891377.65
J	40451485.07	37771663.03	28753504.02	19337990.73	39855703.45	40049794.01	40040470.30	40056315.03	43428134.65	33917706.45	23317688.41	28219980.86
K	47637596.87	43423733.99	32845129.69	29132202.07	40407336.13	32023504.43	48333992.27	48227324.73	38084871.71	30226040.12	13861196.89	33945841.75
L	60475655.42	66381352.10	51340803.39	36523826.37	35664615.07	28835683.69	54524274.24	45896111.87	44295306.30	31769013.25	19443218.28	34647262.89
M	54365797.42	49055336.47	38130420.25	25731123.92	45251092.45	37101742.21	67687598.41	36801504.06	37962256.01	29921596.19	24245106.72	52757464.35
N	53582258.33	42256652.87	37603552.44	50002678.47	40509709.84	38355107.13	34811291.59	40142972.13	31274057.53	24876129.31	26309618.75	47639488.32
O	36533034.89	38329669.63	38341118.53	38551902.85	40777214.12	57112242.98	31113791.18	29985465.99	29597026.17	28381230.60	41826866.19	26239010.58
P	40831976.19	31666135.12	38039581.53	35898460.81	37072677.37	32344640.45	23011123.67	29448947.26	27938905.68	26178365.22	36769486.74	21640319.21
Q	33977129.67	31053075.70	29500269.26	21567982.94	40085510.21	37518396.93	28298475.26	25884587.35	28475353.94	24212231.92	29520037.44	23208802.05
R	31231683.10	33073367.80	30218334.74	22255875.49	41787834.21	32818109.86	26804905.26	24440012.79	26498830.20	24543224.37	25120469.57	21294826.98
S	47135834.50	51567113.76	47902141.06	53294015.27	63819691.02	61042684.15	75315797.46	87786347.22	57318534.21	101185602.79	32241006.44	28774652.32
T	44897361.07	50884778.34	44834316.88	41490275.11	37961228.08	45743415.82	82972016.66	79542690.83	50481338.68	92811167.70	33610579.81	26313837.32
U	58551515.51	54107968.43	55499180.68	86748082.76	40171062.00	57675543.72	51590196.09	38633595.35	36795360.88	31579434.47	13964178.91	13521396.46
V	43525515.14	40920152.21	36756194.32	25161904.06	24851531.50	31655353.86	40892390.35	30776515.73	29322715.42	25407098.77	22513064.57	25520170.37
W	39945900.59	42251903.84	29718880.60	30597311.55	15292370.62	36310889.87	43190525.46	69677164.67	38655786.67	30737843.48	35645252.11	28431753.45
X	33994056.68	34918842.01	26990304.39	17548460.77	19407427.05	8724898.92	25046742.56	54493154.15	42249056.53	31012078.26	39118119.06	29535559.26
