 	1	2	3	4	5	6	7	8	9	10	11	12
A	33098719.13	16476860.91	26180193.03	2960856.66	2741111.49	4422064.55	5359773.82	38307061.63	3873669.66	4436960.29	3576443.02	9991749.29
B	3384811.03	3109736.34	2763480.75	2291979.5	1438916.01	1529054.36	3420076.48	4290295.73	2265154.56	4769766.66	3452348.38	9087849.45
C	13723585.4	9860907.26	6380341.87	4398124.65	7702295.27	6272560.56	8746095.07	21504632.97	17288048.38	31175459.79	11187781.38	3693890.74
D	11855478.18	11395711.65	10799534.93	6952085.61	4828927.18	9673707.24	25979113.1	10957831.15	30087847.34	30744629.16	21518347.93	5071967.54
E	8703126.0	9711070.89	6710939.32	22665946.06	6762956.8	6872615.57	12736226.89	8400676.65	16435101.98	18840774.53	26426716.87	4959174.07
F	10760565.29	8750812.03	8108153.45	8236359.21	5681950.97	3565249.61	13365650.93	9805068.32	16038104.09	19278362.91	19084076.44	5502615.55
G	12898244.46	10876904.09	8531809.14	6252250.51	12194139.26	6057346.85	10863292.18	11656358.22	13971116.55	19469578.28	40421912.57	7895075.89
H	12097078.9	11303451.27	9129888.72	10676452.92	15808378.45	9638853.07	12555747.32	11270419.5	15925829.94	17959033.27	12822888.2	5290274.29
I	26561864.09	30386528.24	145353328.58	97673455.13	33328243.74	10363632.73	18009613.38	24078866.33	19175004.99	33872195.45	7279892.73	6237383.84
J	21508459.97	23214071.47	38716913.03	14559950.3	29493851.64	9803510.59	18417569.37	35477972.04	18795306.28	26827220.99	40572170.74	38382462.49
K	15367726.09	13186563.66	12700913.07	8134600.32	16619489.8	8509776.98	17352710.14	15658977.6	15798865.45	24860939.34	10985673.88	44256384.76
L	18151128.29	14775817.84	7682391.34	5184682.02	12617953.83	5907503.66	10181787.5	10817319.91	18677461.77	23941092.43	14276467.92	41379552.31
M	14651005.76	13115314.97	7148012.14	5307588.78	12542722.69	6972851.52	10697552.41	11348499.03	16419483.09	30315849.97	25565745.9	43940556.98
N	20298374.7	11561520.48	5854742.42	5010610.47	9938716.75	5282537.06	12530618.68	10940612.82	13588477.67	21438879.08	22344516.72	38022270.99
O	10092849.83	11911896.81	7689736.16	6600337.09	14708498.8	8841464.95	11301723.1	10160609.26	15260537.68	20573065.71	32469669.15	16937327.03
P	13042343.04	10528962.63	7058056.31	6861415.37	13182285.06	9530614.2	11849462.71	10360085.93	11955968.43	19457400.24	21808817.64	13759372.98
Q	11503759.22	11548264.95	5944572.72	5111627.21	7753094.95	12190407.19	10740155.59	8650140.85	12973141.7	25572812.54	50562512.87	13508973.82
R	11280109.06	10181048.9	5924724.27	5746970.75	9929254.3	19377672.13	13985287.56	9508641.04	11532756.76	18528208.04	18675417.69	14498480.8
S	13333543.28	13719528.15	10059939.36	13244258.83	14958604.45	14076593.49	22491037.0	13264944.8	14130935.26	27697735.8	11034788.72	6472467.09
T	13556595.42	14452860.0	13686504.02	26876649.31	16467284.2	16977120.64	36638731.44	18187044.33	19517600.85	38207579.76	38594455.93	19028145.89
U	15921020.81	13381492.04	13365096.36	18822727.99	11868178.23	13130722.78	16842501.39	13369172.37	14603500.75	21203455.16	13920247.01	7626031.64
V	13544597.06	12436942.01	10904969.65	24301109.35	11164090.84	7502173.9	14678042.49	10834672.87	10629816.16	18911404.46	36202884.5	12739167.47
W	14988788.15	14730764.65	9914736.3	14039324.95	13748988.34	7629693.01	14004784.39	13123859.44	13285411.25	23752407.99	33198715.36	17436960.49
X	13305095.07	10856606.95	7249588.19	6743576.49	14165003.37	68581251.99	16382427.43	28991142.77	13457246.84	30046428.67	27041967.38	18608471.76
