 	1	2	3	4	5	6	7	8	9	10	11	12
A	5088372.55	9993639.28	5582370.13	2082631.50	1985603.54	8124288.72	3949478.13	10784018.02	1719147.10	4552852.87	1609044.17	2886939.90
B	1621486.65	2004652.16	1625198.22	1813199.47	1413632.95	1666113.27	1593693.19	2054935.60	1469103.92	2651226.78	1649441.12	2824454.11
C	3765165.78	3269009.71	3859781.46	3799591.08	2457557.32	2243295.80	3940422.85	3153321.02	3198541.40	3429164.45	8121790.62	3754158.35
D	3684508.61	4411019.42	4202149.71	3474351.75	2645068.75	2660663.17	2658186.11	3205805.83	3201960.18	3827596.56	3938038.25	6086708.85
E	3676797.07	4240688.25	4764315.72	3714710.30	2502418.80	2338380.29	3021272.83	2635289.30	3162657.85	3375802.09	6390060.58	4427789.21
F	3808092.31	4673523.68	4552210.58	3823636.62	2835801.55	2416944.31	3099458.59	2923912.13	3066366.94	3362740.34	4344201.57	3647739.62
G	3888338.30	4166272.46	3999560.96	4867835.75	4612678.60	4785792.67	7823656.43	3852448.07	3643568.78	3720571.20	4886977.64	2426807.84
H	3324891.91	4091063.96	3457319.38	4174658.52	3710984.14	5579696.28	3713941.52	4069907.42	3042364.24	3741903.25	3737278.91	2486470.29
I	5476778.10	5395017.42	6049758.56	4450755.31	7712152.47	11815724.99	11796654.72	7486097.19	6552391.08	7073601.52	7276435.20	8650100.18
J	4454416.31	5093994.56	4499509.35	4179702.22	7553594.85	8858007.27	6582788.42	7720181.34	5096634.10	5639854.80	8902181.99	85768050.75
K	4170456.02	4526854.19	3839664.95	4657816.50	4735196.58	3500432.15	5283125.87	5086715.86	4633796.82	4506749.32	4967692.91	7247416.58
L	3685434.12	5511271.44	3248535.81	3545100.11	2500680.39	2926483.66	3142053.35	3796012.98	3989485.42	3834982.53	5016206.88	5479170.09
M	4103423.32	3906217.15	3316393.38	3332519.05	3012714.14	2686869.93	3328793.06	3377800.47	3476992.22	3912028.79	5824883.93	6157730.62
N	3319303.84	4710366.90	3126555.49	4026546.59	2661987.02	3188109.38	2707265.03	4497387.49	2626680.22	3508045.88	5739701.67	6067390.93
O	3438742.57	3859417.86	3885588.82	4122832.93	4044579.19	5757183.79	2825146.59	3425427.24	3505988.15	3865806.94	9161829.13	5108656.23
P	2982623.08	3624372.59	3150483.37	5377386.93	3575837.01	4628385.13	2379152.31	3941073.72	2735600.38	4048028.53	7532158.29	4904886.76
Q	3871176.25	3580204.16	3598653.80	3228478.87	4525144.00	4625092.98	2848151.88	3956588.95	3894075.74	3779129.84	9459189.26	4732442.91
R	3205010.78	3890701.56	3311064.34	3513055.61	4198146.59	4118589.43	3111545.37	3510595.26	3045050.20	3797487.64	8644906.57	4674028.12
S	5869843.96	7858059.01	8561687.56	9775705.84	10084410.38	7165636.45	10914370.08	10302273.58	9368598.66	12216571.28	11039045.48	4993201.63
T	4351185.03	7156877.71	5398549.31	6366906.00	4610816.52	7049814.02	6674453.17	9644374.56	5246380.62	10165362.27	8793850.12	5616104.00
U	4814597.12	4900450.91	4867150.83	5053587.42	3778010.98	8320267.37	4401764.43	4107646.10	4275100.83	4403387.97	5191744.32	3856243.21
V	4396321.63	5043413.53	3883110.97	4234978.45	2889446.51	3842309.12	3407735.88	3814769.08	3598841.36	4097437.10	5766711.07	5559822.07
W	4709634.34	5033836.68	6109290.10	4070373.13	2830827.94	5135559.10	6807238.76	6427850.08	4614391.90	4409854.97	7720018.55	5236052.85
X	3618977.64	4239575.74	3917236.84	3923975.34	2532434.34	1835519.75	2832164.60	4248572.72	3055732.18	4250616.32	7025134.17	5035697.28
