 	1	2	3	4	5	6	7	8	9	10
A	1448795.85	1470488.42	1368724.37	1415999.69	1342995.45	1342925.65	1317518.61	1346852.29	1381997.00	1228485.70
B	1629047.28	1640052.37	1544702.83	1453922.41	1460515.47	1419240.81	1455104.71	1489114.06	1535280.18	2231849.22
C	7137199.97	8514724.08	7009216.61	3835176.34	6540164.02	5519790.18	7033280.84	7799285.63	8966735.67	8205220.89
D	8366744.18	9421215.80	8797458.62	6687253.14	4853790.79	7263652.57	6820423.29	6969716.98	6319371.00	9086528.56
E	7090078.99	7918016.15	7379323.82	4223029.08	3801125.35	4247051.87	7102530.64	5270154.32	6368913.67	5543610.88
F	8996569.43	8394783.19	8277417.09	3988597.36	5050598.44	4695969.60	9004278.48	6108351.21	7014193.06	6222455.59
G	13491725.23	15071327.21	11708449.51	8474819.95	8292177.24	6953343.33	13570683.65	10048785.86	11779625.69	21978389.22
H	11557437.85	13867817.35	13063741.77	8089307.00	12661745.37	5478118.53	12507293.30	10110398.47	13462027.36	19612497.12
I	16689982.80	17771797.56	23025558.82	11847998.80	21535005.71	4544729.50	16354012.25	7585287.53	9140576.07	17442485.40
J	17840185.08	16835892.92	15559041.76	8312420.89	17492511.78	4455846.45	13576702.55	10999327.39	10240102.43	8957941.40
K	18544263.81	15665639.52	11548859.41	6070297.04	12407045.54	4910517.51	12760534.53	12349455.33	15630994.83	16908058.38
L	20417535.67	15730595.14	9553457.08	6621872.93	41937857.61	4710917.99	9677644.76	16033184.81	18516643.67	12782862.59
M	15597370.08	14847905.49	10179073.00	6263413.80	17716527.99	4387228.44	11844746.53	24821704.20	18597717.81	21761118.14
N	13875368.86	10985129.13	8340396.35	5017818.06	13462778.61	4195297.54	8544058.79	12830446.54	12608915.47	31060456.85
O	12016124.60	13183387.30	9790109.87	10135670.13	15058680.47	5155651.09	10502097.68	12406701.27	13062062.26	22152776.13
P	11802324.12	10950555.81	7508029.93	12197323.07	14302942.64	5106153.75	9333711.17	12810141.54	11722031.95	5563949.49
Q	9954501.89	9931261.31	7981839.44	13250629.43	5307748.17	5246290.78	9767079.43	10388998.70	12017701.07	4660807.79
R	9485404.72	9213739.41	10391617.06	13438040.86	8540916.75	6447630.53	10850543.60	12628465.21	11039768.82	8407319.69
S	13743973.66	16284703.39	20766632.38	16669461.04	13936874.10	8210726.81	13927905.37	12513302.39	10684914.03	3629402.49
T	16580172.85	26227668.93	36621501.28	28406000.87	15065249.73	14617860.92	23462849.14	28220847.76	13445046.53	4207556.25
U	17589956.85	16860815.28	13284396.09	14653141.05	10421712.52	8692944.41	13127729.04	13298628.80	13399366.19	4240486.45
V	15267980.55	14186297.41	13038356.56	11800353.77	8788531.97	5710010.11	14462761.47	13487525.90	12347305.06	5713527.09
W	15350523.02	16802847.16	17781788.27	9996275.05	13761026.85	15185003.16	16183397.74	12644428.65	15352341.22	3758412.86
X	14569785.70	18530934.53	24715713.76	36399684.01	14118476.61	171678983.56	18963071.86	16238914.00	14843224.89	4306632.75
