 	1	2	3	4	5	6	7	8	9	10
A	3644597.19	513187.18	2789177.96	716393.04	2897957.34	642852.18	480477.36	230273.01	228969.79	378405.40
B	433366.31	432210.43	495110.36	443914.31	531966.95	382937.54	268740.45	229197.25	280481.74	417051.35
C	1131891.49	1537971.04	2221592.30	2575557.02	732825.80	489487.24	444373.02	486005.12	993086.43	1412927.77
D	3617117.03	2148109.25	2871745.37	5356665.67	1251635.42	419749.43	542046.89	550913.02	701789.69	777752.57
E	1307649.12	1284387.61	2113088.70	1993713.91	854010.74	364469.53	427275.14	382109.27	1448227.72	1455107.73
F	1417039.96	1608310.22	3294453.22	3393020.63	1744334.41	337011.35	366250.13	317352.51	557768.25	902138.88
G	1506861.51	1438840.21	1150903.75	1011311.26	1418287.01	410015.93	550215.57	387355.07	552336.69	943529.71
H	857519.39	867685.84	842307.65	741537.77	998695.90	440240.55	603961.54	429919.82	1367423.27	1618757.78
I	959729.29	763572.64	708525.57	633367.92	845509.98	531845.02	793877.99	798033.36	639799.25	2044877.67
J	2105564.33	1299477.81	657446.55	681160.63	980589.62	599090.89	885082.32	458775.16	714436.03	2084602.59
K	1862822.17	983844.24	864139.01	763912.32	910017.63	478636.38	776221.29	953135.65	732529.20	1680686.79
L	1451275.76	2021738.25	699110.95	675066.38	710830.38	497466.40	688745.31	705022.10	744086.79	2376314.66
M	960190.42	803525.35	720793.39	687296.39	717253.31	462544.07	1038456.61	876120.40	836765.63	2359876.45
N	916233.19	837399.10	658843.84	725827.08	694953.88	470315.33	902293.75	1078019.51	773773.86	2933828.47
O	959102.67	792651.09	680612.65	641241.77	762308.14	496953.42	630301.43	578641.30	795319.14	2279480.14
P	1566043.66	1072231.80	706803.20	724220.59	843750.32	498242.66	842967.43	839346.94	808013.03	2535566.82
Q	1192974.79	1034627.79	740252.81	709857.24	663921.12	912762.91	978380.64	741420.42	1277094.58	1898155.94
R	971963.89	828084.18	725252.46	841502.77	796403.29	651397.55	1136087.14	853904.39	1774946.67	1664430.08
S	1169086.80	1049878.88	1054979.98	1166366.37	998715.44	660456.06	821219.99	912824.12	1222090.97	1733390.08
T	4384499.94	5630390.00	4006893.20	2907074.21	1755524.36	1640428.27	1060515.18	1078061.77	994016.59	2246444.31
U	1888542.95	1891385.99	2158040.77	2527679.00	1780783.37	1404268.77	1626979.57	1726170.39	1648359.44	2634517.18
V	1257334.98	1084357.39	917238.37	1193392.34	1209361.80	969677.61	910944.95	1520182.06	1075077.05	2750446.92
W	1274152.94	1149810.95	1172415.59	1308061.59	1609964.80	1180459.10	891361.24	872416.17	859438.55	2356734.36
X	1219408.33	1310567.23	1226167.37	1469368.50	1987971.89	14028473.66	1670773.74	4572187.46	1007556.53	9507163.18
