	1	2	3	4	5	6	7	8	9	10	11	12
A	774290.53	425551.61	695029.22	153342.77	123966.18	157071.88	135134.22	942181.09	148006.98	148911.75	171159.42	190301.25
B	157453.71	181914.59	132723.97	151276.28	114375.97	110505.37	165758.14	168412.29	125489.77	155760.16	159052.6	197669.45
C	489098.72	376167.1	305446.56	306832.37	362716.35	321321.2	582070.36	680318.01	503155.81	829596.04	359179.57	176130.51
D	408901.48	423991.3	296727.25	261861.01	268383.42	448220.95	491037.19	403619.38	607401.93	587291.57	566708.25	209617.11
E	286606.57	314523.08	159436.75	166641.6	189759.6	274661.59	276580.19	327387.71	313740.94	547948.31	696749.26	200914.34
F	257640.32	257806.48	148495.44	143999.41	217463.13	226058.35	307464.34	344627.05	294993.88	518419.02	677235.21	201421.5
G	419391.18	359147.22	215153.28	206815.01	378295.39	272839.44	472453.17	474366.64	562496.41	636185.44	546284.17	192207.97
H	412869.79	453466.45	315395.01	265579.93	390281.63	273238.76	442066.44	502294.74	497946.64	590476.42	643988.23	200210.68
I	1050855.25	1491026.53	5672196.16	684715.28	904979.26	326186.9	983532.6	668956.38	664008.7	935278.51	307365.63	191307.85
J	701990.11	800277.85	569260.51	400382.3	1106365.94	298870.91	937561.92	552922.68	672544.81	870626.48	986088.44	342719.66
K	591389.44	455312.59	323966.3	225061.45	513072.99	452954.04	751970.13	707577.57	593102.29	732763.36	240060.34	454576.27
L	539839.98	417523.05	218910.17	215674.74	308421.66	412561.79	340117.95	456837.66	570059.29	598839	268277.61	482911.92
M	598231.52	444422.53	233116.92	330807.96	484003.23	483777.55	466056.24	494880.01	440764.17	672681.05	655677.17	536602.18
N	555001.09	388862.5	205501.84	239790.6	380531.38	458862.06	387323.1	536680.87	420976.71	559554	568588.7	587523.25
O	508234.13	481859.52	209025.71	275233.93	614166.24	331369.02	365793.07	473462.92	495907.2	546018.84	915191.36	577467.45
P	580501.77	431564.06	211403.93	342935.74	451691.56	310023.35	445870.97	498942.7	464916.68	575776.28	703079.78	472302.61
Q	580812.13	427905.23	237536.25	353082.34	241921.91	274700.74	443554.58	422348.62	491481.45	484494.79	650006.77	506894.47
R	434449.6	441441.32	208578.32	332936.16	259679.94	261511.59	413902.85	389410.58	376890.23	519143.9	851795.89	481739.46
S	468440.02	448496.74	232548.93	393890.39	433507.12	396400.29	452266.53	340065.64	548446.06	760206.59	383722.69	270137.99
T	424757.3	410121.55	247033.32	518923.26	512851.82	593638.02	482025.96	413142.04	941821.79	864427.11	1168051.71	537087.16
U	571193.92	527635.37	486637.55	549307.7	469337.1	470405.94	593298.9	673613.16	578020.21	695808.97	328780.46	225699.37
V	450076.94	429552.47	348412.3	309440.57	453623.85	1528314.58	376064.66	465538.42	403858.24	653823.43	468095.6	218911.74
W	460575.56	379302.29	252435.69	379040.31	507294.16	581437.92	372318.97	452731.71	467368.08	617040.53	744960.27	471515.13
X	378427.78	417631.52	381752.6	1943036.99	430909.88	1100199.38	341941.68	532738.96	481627.04	839518.36	813609.67	494318.95
