 	1	2	3	4	5	6	7	8	9	10
A	253225.85	256538.02	273410.49	295723.94	389702.16	285609.91	289860.34	275403.15	341089.41	655976.31
B	636453.01	653225.83	812157.7	699019.76	740785.67	1029864.64	876983.45	825130.65	833745.25	809888.27
C	11737400.13	12743475.01	13137080.15	11779828.99	12644282.87	28521114.58	19424264.81	20542320.57	22874780.43	13249651.85
D	16565429.4	15809847.45	12828939.06	10160136.81	9040848.46	14652410.41	23687584.32	22841816.46	28003155.91	20648712.67
E	9620444.83	14398495.3	8013239.06	7530527.47	13913469.51	10028560.84	9267530.61	18324226.26	14549210.38	13404547.63
F	14482650.63	15303017.34	11885896.22	10210000.42	21354952.89	10939678.65	18657486.56	18904042.47	16167861.66	9297028.22
G	20621853.8	25799733.25	18572561.4	28548620.95	36693930.43	42449990.57	21510117.75	23903231.97	23364562.68	26402431.64
H	27328414.79	24483340.61	26079718.4	32467072.44	36097003.84	27222236.48	16627946.0	34077602.79	21494760.69	31986343.14
I	89635147.29	89625554.22	245307692.39	199467083.93	46309269.67	27056791.03	21205082.9	26486361.73	21074813.15	14459000.88
J	101541717.7	65838032.08	90434876.05	83564874.67	86617449.22	22147920.94	24647619.05	40917449.89	24432909.0	27530275.36
K	31133617.93	35280401.8	45190664.79	41773572.57	40494188.93	22133830.32	25828739.4	33261774.07	23727585.41	29235406.8
L	24269979.45	26066912.59	21628512.04	28438684.56	19313967.53	19981030.67	23268082.41	29289490.01	30912124.03	17470792.55
M	24402391.17	20756742.32	16306879.82	24845244.84	25479095.39	18104256.6	24561818.88	30822191.67	20026279.94	21183913.65
N	24420379.21	21907337.87	14742696.24	17324512.39	20600511.49	18483772.13	29224262.49	30176433.52	22322203.47	47389817.39
O	18960630.73	23197613.12	12309777.03	16941555.86	32328502.87	33306093.49	22436226.39	19472240.56	17642067.03	24755651.0
P	23140750.0	20477250.08	11435722.37	13880425.43	42349335.21	41223350.91	37120902.3	20639048.02	19023238.84	5291867.41
Q	20641903.11	18806346.52	10260292.18	8904210.52	14481827.94	37088095.87	37996837.35	23821010.48	15842252.55	3158305.6
R	17586639.38	18511553.32	9813140.91	9756197.43	16902509.02	20691429.75	26361812.35	18358066.76	15725931.98	4087651.62
S	55545429.74	40337058.35	28853935.37	45888202.34	30506419.15	43983298.93	36469554.41	38860380.74	21971098.81	2627315.43
T	42664024.67	35163806.1	25070136.31	26377276.87	25614148.18	33516353.88	39654369.58	34774004.84	17671209.07	3464133.41
U	21876566.46	22186437.64	20835195.11	15579357.35	18720388.3	27426982.95	25001913.59	26093143.14	17246131.43	2917185.57
V	23266272.96	19895861.42	16544405.73	13447090.92	17629305.63	13156790.64	23944936.68	15815414.91	14601003.83	4359321.27
W	18879200.18	22108196.23	15377482.56	14391104.4	31441625.77	19561188.79	25783032.91	34638987.98	18872597.19	2976394.51
X	19972096.55	28753071.73	17249895.13	16082500.59	41042047.58	8057361.0	26881865.79	25712404.35	24226214.32	4131953.66
