 	1	2	3	4	5	6	7	8	9	10	11	12
A	11270522.27	3984907.71	7216629.14	3420568.23	7876648.83	3008190.86	7763347.55	20020662.50	4437427.74	12970691.56	5430603.30	12088946.11
B	8988678.64	3937371.76	11637470.58	3716471.39	7599816.02	3437057.47	10627717.24	15375721.71	4536066.64	9493316.75	6057758.77	11026821.95
C	17021326.49	17776380.49	19277542.93	9597550.18	18318790.59	13803487.32	10042963.11	15604652.28	11441160.42	10174229.62	8124541.39	7450728.40
D	16338877.13	19695556.59	24920689.72	26655294.84	10440910.16	71945698.53	23445715.77	13310649.55	13961591.57	12929284.63	8615610.68	7484550.64
E	18061438.55	20664226.02	24474136.42	79767890.05	17981757.05	66389288.84	16164336.72	18769904.26	14136180.31	11825656.49	10218278.88	18437617.77
F	20127620.08	26393684.29	21618640.62	25961339.76	16633976.99	21440377.31	14476969.14	19020985.03	12037594.17	11727786.83	8685724.62	15737004.40
G	12097522.92	10839847.90	11540677.50	8134072.51	9161246.09	8694877.86	9897998.85	11537084.50	11421018.40	9758191.57	5773045.56	6927295.14
H	10134849.24	11905311.40	11400522.03	8409384.93	9804254.64	7907375.70	8795656.09	11341437.45	12086439.96	10492831.90	6926022.62	4693638.57
I	10496626.84	9439177.84	8543014.66	5260977.63	8043869.18	5623747.44	9145756.11	10701231.16	11390359.43	10379727.55	5522884.13	8971829.70
J	11327538.43	9635004.02	7339202.09	4625203.29	7415746.37	4722790.95	11286031.45	7860165.29	14108028.03	11457012.30	7505340.97	66774449.73
K	11750146.34	10065544.48	9823541.05	5906416.68	9343680.82	6455386.01	10739092.37	10294304.53	11037609.17	10073135.72	6846242.59	18727767.87
L	10783112.23	8756015.75	7012028.42	4758375.99	8575723.21	6078657.52	9752451.63	12109461.47	12542657.24	11512535.61	7454991.70	14477469.89
M	9650897.17	8994380.64	8456189.43	4972774.53	11916407.56	6176634.24	10705456.75	12470478.26	12816340.22	10290937.19	7676930.00	11272904.16
N	8822416.08	7937626.49	6339655.21	4579538.68	7841489.66	4938507.69	6633461.35	10474934.30	12363525.49	11421714.73	8352990.91	10027157.84
O	9647064.46	10125028.83	8231786.89	5957784.81	13113541.23	7256863.07	8230145.25	10433944.99	11699379.94	10124483.88	12342409.11	8358199.14
P	9256312.66	8627026.94	7053387.20	6621186.64	11157592.69	5889657.93	7897426.80	11231798.91	10949971.65	9513648.36	17254192.66	7566250.59
Q	8228243.78	8295101.63	6239492.83	5939533.13	8465057.21	7381626.63	6588764.48	9043293.14	12128559.48	9088034.89	7117073.69	7046896.94
R	11130406.78	9052207.11	7420557.93	6959558.04	10352011.73	14063280.72	7214763.56	11643415.65	11191962.08	9036276.03	22440376.24	7061156.49
S	13777995.01	15900571.61	15630392.12	13556906.05	16585191.16	22155352.50	11544933.99	21612302.17	15694453.14	16352966.45	8016427.23	4240194.01
T	15574881.91	18607088.39	19041033.93	15078450.49	17820071.04	16758064.97	16649459.74	19543308.75	16004071.72	15099828.94	7582354.85	8648342.66
U	22930318.91	27725164.01	21377771.28	32407170.67	22155949.25	24761946.36	19938028.14	21740759.23	23684675.31	14877201.13	8347172.28	4099399.37
V	16172526.71	12896979.26	12913250.13	11064186.68	10130224.45	12566876.89	15137343.75	12150851.54	12128898.64	10571269.59	6810388.46	6736223.72
W	14493513.13	14832954.50	12112396.27	8676309.80	6473652.31	9335622.20	17045262.50	11444705.44	12655507.67	11315612.74	8076133.26	6848459.48
X	13231412.07	11757876.60	10399415.97	5977425.37	6369899.27	4031946.36	15039647.95	13578603.14	14870107.17	15942984.79	8190104.38	7375055.18
