	1	2	3	4	5	6	7	8	9	10	11	12
A	1185111.23	750859.16	1467694.79	157761.78	1004749.75	2548777.98	118009.53	193935.62	98760.95	1569134.69	164862.24	1047657.43
B	146268.08	170803.63	123596.42	151274.84	180330.01	177930.89	90261.63	80963.31	215203.43	1198537.31	226842.25	1020264.2
C	381617.27	333093.13	351687.84	269572.66	292826.58	366295.82	231387.61	424118.04	240521.24	576486.81	415569.17	1449817.47
D	536300.32	593554.73	627422.25	443655.29	278769.8	382659.62	496147.63	420666.24	410425.61	1018548.35	770232.67	1799635.77
E	333417.31	420667.13	305578.51	212487.49	248189.66	141137.93	174317.76	205774.06	218763.31	530362.51	1832231.66	1210306.7
F	408250.66	428742.89	295511.46	225396.15	308115.19	122569.83	203356.16	309089.58	285075.79	532442.07	1802455.27	1142037.45
G	631929.31	827733.67	492818.96	429607.33	550244.14	233760.61	441807.67	498115.99	573783.93	1050208.8	835790.85	1363019.12
H	433201.7	495282.49	471503.79	409793.47	526921.03	287508.02	402971.79	462241.88	503190.16	1056588.64	1847157.93	678645
I	598273.08	621420.81	1279503.88	849038.02	1120968.93	380480.1	1202941.95	667325.57	1710253.31	10535702.42	611562.11	329646.2
J	1116182.35	1026829.3	670770.46	504771.36	1028780.28	331240.29	1100752.91	600832.88	1060552.02	3458644.96	2250946.42	359502.97
K	876042.77	538820.24	586817.38	354052.18	501533.72	267831.92	549599.59	520386.35	647998.89	2469607.54	1045106.77	418835.6
L	588325.6	591202.86	335694.96	300312	332573.95	268584.28	308243.57	551524.68	469927.89	959661.57	1092641.46	572679.11
M	384572.8	413365.76	349472.98	326837.71	449044.1	239593.02	247247.2	398001.41	427428.84	970353.53	1084020.15	546724.1
N	375990.48	297113.39	214021.7	222489.99	235060.43	203049.79	223280.61	414371.19	448199.21	883698.46	1104399.16	634853.21
O	549144.96	462203.8	270296.78	447660.71	414192.86	250695.1	389375.28	572727.38	528079.04	918363.51	2032852.87	715555.96
P	589550.41	549816.03	299616.97	463030.33	332900.75	184006.99	366351.83	640540.48	483280.87	966434.9	1528069.44	939018.51
Q	636408.46	524457.92	267075.34	401450.46	153298.48	211181.47	359780.67	313123.97	469093.3	842149.03	885961.22	791069.76
R	407562.35	396445.81	236200.55	407574.34	206033.65	207198.67	371522.03	311135.36	407940.86	943108.24	1973247.19	1353336.61
S	1201812.51	1313600.08	1042476.39	1178622.74	509419.86	564175.79	464366.38	324553.91	400320.65	998766.48	539089.16	491260.44
T	1922470.11	1875880.64	1763544.33	1813852.2	988912.3	901069.98	727323.29	452297.62	538677.81	1077121.33	1586825.79	1315046.82
U	621189.81	597551.1	579810.95	920343.77	494164.28	307951.35	457498.25	488178.96	422528.55	930149.64	946100.47	1114460.23
V	538522.96	524055.97	401673.42	528781.53	470177.47	191403.49	265564	358990.08	355040.08	985243.12	1013782.37	1068017.13
W	486625.62	504931.96	609039.44	411251.1	959250.62	696537.2	252544.21	380312.41	692278.64	808226.43	1044903.45	1101805.64
X	498920.76	591995.97	575124.13	766903.65	903260.04	4320160.1	263209.53	461236.95	476260.53	1035640.52	982155	1044650.03
