 	1	2	3	4	5	6	7	8	9	10	11	12
A	16894997.58	2718023.16	13322298.62	2432745.64	15741740.32	2072732.20	12937029.92	25037501.96	4374645.74	66205623.57	6505120.72	10906331.61
B	22060704.04	3875687.52	22389553.05	4121138.48	10915622.16	2450207.92	19800664.54	21456392.43	6471847.23	24823550.94	5448136.29	12085725.24
C	33516358.41	29128988.35	23866593.66	41037348.28	28497672.23	9273353.51	24627428.67	27062441.04	18393943.25	25708121.13	24209792.61	16378227.95
D	11977100.17	22133987.53	31635925.38	31149408.77	12305844.74	8449957.65	14290659.94	14443508.33	13791783.14	28252838.08	17698907.49	17469177.25
E	16170260.15	18972070.97	24554986.63	66640968.30	35157348.41	6322387.91	8872098.11	17172794.05	8889347.99	15449965.07	20119344.79	42537220.00
F	19773259.56	23801865.57	38859399.60	55187120.10	41832238.41	4995261.10	20732463.51	13617065.21	10287267.32	16140056.57	16800604.16	17078329.53
G	12122694.89	11270738.08	18619036.17	23823263.03	25493335.56	29663625.49	10350614.12	11627584.21	11504564.53	15438901.25	8425631.46	11290778.10
H	13872351.04	16400881.57	13215220.12	19619411.72	14332890.54	38328149.50	17129492.36	14773569.22	12330605.39	15698427.33	6517940.21	3942156.73
I	26388099.96	14983892.33	17200623.76	8902313.63	22590412.81	35359503.94	11801986.02	15496513.22	13923723.25	25269814.14	11181452.37	2350538.92
J	18953408.93	14264507.44	14594243.64	9059680.97	18165569.81	15164633.17	11313388.61	11811317.69	15222494.07	22119673.01	10570125.63	10901080.91
K	18097247.37	21084343.08	19449551.14	14897401.81	19191638.23	16408982.44	29052247.59	19292501.58	16347860.33	23825784.98	7912140.09	40038420.50
L	28429751.70	23660439.88	14267314.83	8138038.53	11218312.77	11967434.46	37068979.26	29239506.03	30187014.50	32530850.04	11527640.75	34102232.87
M	27985702.59	22548678.43	15895731.34	8316703.64	14730042.11	10313398.74	16542450.43	25735721.25	21439324.00	18627077.12	10129367.20	32390328.28
N	29002949.64	28394418.71	15136263.87	6783640.17	9166282.14	10472170.63	24825085.26	24190688.58	30252746.61	26595644.00	11840381.41	26700104.94
O	16447267.35	16885557.80	15477872.11	10398666.52	13317785.60	43453708.33	28398787.87	18148448.76	16456464.31	18074964.07	21330918.12	15291518.54
P	18650220.41	18536566.31	11590567.47	6558636.64	15721823.22	26682143.76	18132806.72	13170561.30	17426162.28	21405548.05	19746381.24	14229244.22
Q	21175452.01	23298538.08	11735041.64	6782718.13	12706070.44	18957024.96	11691541.49	12923741.39	16531203.52	20263552.85	15893786.82	14415510.49
R	23014157.66	22708571.24	11235485.02	8783650.89	13987409.34	17810829.11	10113297.35	14801587.67	13835298.67	19301395.46	16619843.82	9602779.84
S	32348638.23	41123660.84	32888815.87	37509799.64	29210720.23	35143069.56	48461000.62	52247364.22	17807764.09	39509440.32	16055529.99	22948644.23
T	26853540.32	33376626.52	35393085.48	34703091.99	21167270.98	32435495.33	48528607.76	54890084.25	18122583.87	35791031.97	22411820.48	22336689.04
U	23696463.06	25902763.05	34235227.22	27664557.59	26767380.33	28615630.37	21355034.39	25933407.76	20125905.84	20579923.40	13742687.14	8956337.77
V	16857709.88	18569668.98	20931224.26	22577373.63	18174877.34	8986663.16	16770401.67	24583841.26	15388846.17	19279813.38	17506739.29	13767811.33
W	13804469.95	14415585.00	12636240.21	15468006.17	9185027.46	5299247.72	14793843.44	20634472.82	16696761.39	20514577.10	14904838.14	12394441.16
X	17865194.15	10433878.27	14593059.56	8564985.78	6451502.41	3881631.66	14597338.77	23629334.48	23633757.47	35248095.16	16376029.37	12880941.48
