 	1	2	3	4	5	6	7	8	9	10	11	12
A	5058305.89	7246119.81	17298748.77	4978059.62	5112651.73	3499958.52	3854198.28	5495576.98	3836423.84	3157354.1	2389880.16	2339458.59
B	16838132.35	62930104.75	686303775.16	31659885.71	4406671.09	2921770.58	3783246.85	14098631.29	11308512.52	3845308.47	2556733.4	2463732.22
C	20447049.96	44805687.39	99242737.34	12412858.16	5239158.57	6343814.43	33101317.71	67640103.05	18451341.25	13624038.28	3072338.62	2305327.95
D	30114161.2	77062805.4	1184703499.48	29067378.01	4182504.35	3476140.76	3590773.63	10776381.86	15851714.95	12965733.39	4826423.58	2491082.11
E	11199220.24	13405245.45	29414759.21	8536425.07	5182974.99	3434389.18	3902725.67	10349992.47	5771952.32	4987099.57	4165056.57	2536411.28
F	12381650.71	11939580.64	41402341.1	7212082.17	4606691.38	3051850.44	6056842.27	18639446.12	6955899.16	5791049.25	3838416.33	3191751.76
G	7140476.55	6048763.53	5297588.63	10508486.45	5138083.51	4052366.91	6825777.41	7451420.88	5887188.34	4817820.38	4018578.4	3563397.11
H	5446066.32	5953699.9	4334562.51	8470822.99	7208794.37	4736843.27	5557442.32	6163769.95	5464571.39	4645403.38	3849712.58	2621096.57
I	6837218.53	6381513.82	8371894.35	10294686.59	8434669.79	5787602.49	8037917.75	6220978.83	6345398.24	5442491.6	3132857.23	2078884.62
J	6180715.24	5760837.87	5354638.42	5573422.03	6588548.48	4371534.36	6127171.67	4769754.25	5111952.09	4585315.32	4386719.93	2596347.06
K	6813528.19	6784633.52	4497796.38	4799735.1	6241380.59	4727082.14	9280978.4	6393545.71	6163846.07	4701220.95	3302898.41	5593466.29
L	7238820.91	12727478.8	4767693.25	4788690.74	8041661.69	5671473.35	7905188.32	7908068.08	9200582.39	5293044.95	3368951.73	5058817.98
M	6047303.64	8311344.72	4598107.05	4105995.37	6405783.42	4807253.4	10210599.57	6676036.29	8278190.08	4957151.17	3727985.4	6015919.54
N	5925066.27	8104718.93	4280448.88	3859968.6	5952894.13	6041343.0	7509969.02	8677435.74	8892531.3	4699831.8	4114638.72	6442776.88
O	6620283.15	6581508.62	4132492.8	5908646.99	8666737.62	8866203.2	6080634.18	5305416.59	6148724.08	4543163.45	4589906.41	3174806.9
P	6277581.57	6013411.17	3970545.03	7066395.97	8085918.33	12571682.23	7105984.77	5478035.96	5023239.99	4465789.65	4249178.23	3169945.69
Q	5655611.28	5389287.76	3833613.33	6453443.43	9155327.65	10160475.39	6559608.9	4116172.22	4331490.97	4086535.29	4221077.8	3601167.79
R	6037084.33	5054735.58	3754792.82	7831277.36	8072508.17	8414458.51	6025454.58	5634359.23	5064150.53	4397860.78	5201932.3	3793747.39
S	5844320.48	5734420.97	4767261.48	15200345.26	5620525.44	4578791.57	5907754.71	5405027.62	5290912.23	4886803.78	4381741.65	3098325.54
T	9629787.44	6133828.51	7532460.42	12209165.48	5276431.65	4940207.84	11480661.92	8054543.69	8905927.0	8952684.09	5243018.74	3977342.86
U	9003338.06	9597640.97	9344475.03	12433840.57	7472931.21	7147748.7	10146186.73	8114212.28	7138895.3	6214154.98	4752153.97	2795644.48
V	6950407.98	6972272.44	4167252.44	9281907.3	6024625.89	3810816.81	4780478.35	5331685.8	4405700.23	4381196.83	3892541.14	2505714.86
W	5927310.75	6176326.7	3894533.81	6046915.88	4176144.95	2577582.43	4311925.54	6606742.86	6652468.06	4596768.5	2856046.84	3312775.08
X	4534938.46	6777600.98	3434388.02	3156564.7	3804613.82	2492865.57	3100282.41	4846506.54	6032662.99	6849367.46	4773700.95	3515956.84
