 	1	2	3	4	5	6	7	8	9	10	11	12
A	12015245.34	10172792.51	10960689.13	2618217.66	2372262.43	4464366.26	2851047.15	12645621.71	2605132.58	3324405.22	1659147.65	3788197.73
B	3707315.84	3961995.47	2019408.71	2513723.07	1330002.93	1311409.08	3611967.54	2413585.59	1796399.88	4706443.99	1917852.88	4773156.48
C	7249671.79	4761785.55	5275378.26	3371792.75	4821144.86	3890112.45	6981810.44	5977485.48	6625591.59	5335423.71	6410114.20	3311047.05
D	7193516.30	6859466.54	5652151.19	4144933.38	3810776.67	8703084.22	6524887.86	4165623.38	8168625.22	6315020.59	7083604.28	6731539.85
E	3890888.68	4383187.96	2678985.81	1758099.76	3201168.85	2682463.68	4912671.71	2969513.37	6461587.67	5598888.35	13252174.32	5300185.46
F	4101165.94	3795083.06	2740782.11	1756393.77	3525053.79	2144853.78	3132905.86	4921819.77	5372896.84	5370335.47	10425231.77	8318948.37
G	7940370.22	7434872.22	4890018.37	4718475.55	8100159.88	5555714.45	4152912.56	5195776.66	6942985.04	8428444.34	5533213.07	8776384.24
H	8415515.10	7441410.07	5378361.68	6142079.12	8001924.85	8457908.94	4713768.88	3489291.87	6586935.98	7543593.42	7045241.70	3381791.23
I	19237017.84	17743528.56	51376818.87	67541180.18	13593154.66	14126724.18	5709769.04	3984799.84	6499569.68	11482384.14	8376597.31	2505512.61
J	15668982.09	16051921.40	21470282.71	19568800.21	15172950.76	11474853.56	4637030.16	3345625.51	6366369.63	9012240.26	16828858.55	3725097.42
K	8992180.44	7905469.04	8099519.29	8944710.39	9356053.07	5808857.80	5994110.34	5230529.02	7674926.62	11637251.04	10019888.13	6703029.38
L	7149110.18	5963659.94	4082407.17	3003454.05	4401999.56	5059329.98	6482321.19	10038579.16	6494427.18	9308591.40	12156681.42	17389179.57
M	8674469.19	6146495.03	3916325.71	2351488.40	7547420.45	5156772.68	8973576.16	7080895.71	5319656.89	7134288.65	18595184.93	20373618.15
N	6574202.65	5318229.13	3537238.73	2475100.87	5321443.57	5830689.31	10252248.78	13022826.86	6771010.39	7776435.43	16055517.05	19119419.33
O	7237339.36	6889536.75	3829861.64	2856646.70	7381866.11	9373031.93	7471318.84	7170099.79	6449544.32	7721647.69	10484473.74	9128381.11
P	8749798.02	6318667.99	3658151.74	2555361.55	8020883.79	6585422.38	7772862.94	13819731.28	7904801.54	7531788.38	8614086.02	6835885.44
Q	8885627.74	6602144.69	4362933.01	2983841.45	5078332.08	8442154.38	9870029.55	9699583.07	9106246.58	7910115.25	5347685.19	5294672.97
R	7137365.92	6882333.92	4830136.06	3626261.15	6140827.39	8331682.90	7112877.57	5370282.24	6785510.04	7584884.69	7541166.87	8507400.88
S	12910513.65	24232625.33	8680210.98	12842419.57	10611019.52	11062298.55	9341183.54	4845184.54	5612402.85	7598365.43	15010079.79	11228902.31
T	12584437.68	21166772.52	9423992.02	12826566.26	10465952.62	9643668.83	12867307.01	5083395.34	5107023.42	8412341.58	15307700.67	12254550.91
U	10097171.57	8500626.73	9273755.18	7606185.53	8524900.62	13224804.00	7147168.99	6715879.01	6978069.43	8268340.53	18123132.49	6966796.84
V	7903350.87	7623117.30	7534627.21	9142816.28	5452788.06	6055705.18	4216558.57	3352257.37	5290033.82	7391187.09	18676533.63	8689333.51
W	7830748.56	7652766.63	6313754.85	4827512.97	4092555.93	4340634.74	2774652.20	4355621.09	6986589.12	8167928.26	17047600.53	10753397.10
X	8599759.78	6641313.55	7839142.29	4361441.00	5046330.47	1941235.67	2774793.78	3129895.98	8642434.97	15662973.82	16609232.95	11048144.22
