 	1	2	3	4	5	6	7	8	9	10	11	12
A	45056487.61	6512111.58	23520453.12	4460513.68	14094565.14	7524883.14	103998046.87	65211175.02	8059901.62	51603696.14	10029754.41	31602829.08
B	88741693.92	10686716.56	8741139.66	8903280.93	93685088.01	9441860.88	64114341.94	51300060.65	11140807.17	31374956.09	13457770.79	30473879.17
C	65707679.67	58548007.91	58806011.25	39536997.20	54256605.10	17862100.90	36329511.62	41668677.04	34851932.07	37222843.27	95541808.88	74293903.49
D	83211488.73	77412681.69	73661217.50	66529636.54	44094417.42	63042762.76	81694475.15	71128270.36	45472126.60	90263280.55	47079006.45	55468599.49
E	38687110.76	43164059.74	29326223.29	18269904.69	27808827.28	9538851.47	43263740.28	28289176.22	36426229.07	36038833.14	75772989.10	73801856.76
F	42836320.32	40363655.32	31283692.45	21931010.18	36892261.26	9176106.16	48150032.45	29339116.65	43782343.96	35073278.98	65485898.17	53794559.46
G	55556240.94	52457982.44	55836649.85	56406978.38	82250498.54	21129600.43	59677025.41	57647530.35	56583121.44	52556013.22	84959411.73	124561601.36
H	52371465.30	54862964.65	54377049.50	41111137.81	46972633.71	23905808.94	53255180.70	52141086.41	55417486.05	48517956.23	134104560.18	38693384.99
I	84684630.49	86140108.75	121086338.98	96764182.77	102466202.61	27431240.00	177826410.01	185756132.26	93481671.75	90799319.61	26757380.73	16505123.72
J	93914535.08	77842523.99	116075789.74	67410139.25	78107950.68	26815493.34	153720030.74	112060025.43	95294371.81	78258580.42	92216732.25	80284608.37
K	67284843.59	66824384.87	78035966.03	82645855.30	86447676.86	27526346.90	69139185.80	65013428.45	62594219.10	55631511.62	48743650.36	41263079.75
L	72518396.36	84810241.14	77279767.80	91325576.33	57331045.14	69513992.82	38423953.98	61733986.49	65960907.32	56589001.76	77019651.35	48785198.42
M	75810156.22	76293317.52	66818439.38	127473451.95	79989205.87	41986890.67	43252020.32	58644988.57	51316501.14	49089626.98	72695336.30	49689299.55
N	69876847.47	70694222.22	54625755.25	82425108.88	62254719.57	58968084.18	35570260.52	55636493.40	50865961.51	45252470.30	80157887.10	51776936.49
O	58937326.39	55350084.42	49532426.90	48114370.90	79453878.27	140872062.78	42583118.63	47500266.54	49813040.21	45576284.67	99223612.16	62260979.93
P	47114415.61	49281720.25	41754482.23	40403645.98	74015444.65	168307804.49	36991401.49	45119252.47	49916830.74	41072246.77	84586019.93	49174518.46
Q	48165812.54	43598540.84	32777819.71	39122703.14	21553530.46	91317304.77	27094877.90	35592519.42	46676878.90	29346716.35	101796615.19	50858565.48
R	56494120.49	51145063.40	38134303.23	48379227.14	27634616.31	27947944.28	31930047.09	40736744.94	47138617.08	33795951.72	114132669.20	56990545.64
S	287935174.43	126365829.23	130279201.52	147113348.61	70599966.60	131158769.51	171161903.48	133146864.86	104652816.23	122870718.74	31393135.60	40049097.29
T	108516581.17	89891074.43	83382422.22	84605727.20	74518091.75	47399235.33	92584558.57	82586702.86	66142606.80	67903520.07	80366676.71	67140001.11
U	70808846.07	68915196.36	70085294.88	81688098.47	61120737.21	42759538.44	51718972.07	51212853.07	59290860.79	42920641.70	59013922.78	44988267.58
V	67661488.56	58762833.52	56935612.42	66584269.80	62515014.48	22267131.25	50261082.30	54963999.87	53734807.64	44626161.65	106778691.93	65931534.77
W	72405827.62	79454522.85	72914389.45	64018045.47	113063397.79	27764788.42	58626885.06	58122290.97	65671819.38	47404002.00	80623221.03	58233511.57
X	68771223.85	59012260.81	46083912.48	37565839.42	33705802.72	18928813.20	71793603.61	70648593.07	59227067.31	58749498.86	73504282.07	60136198.88
