 	1	2	3	4	5	6	7	8	9	10	11	12
A	24728973.23	12953098.55	21349372.87	2805551.51	2569175.52	7879080.57	2836660.84	15564361.06	2173882.58	7033122.88	3988538.95	16902320.69
B	2962280.26	3413125.73	3597551.35	3049609.84	2735892.52	2941775.85	3459381.47	3096401.22	3439241.79	4820920.24	4869172.97	8438302.3
C	18219474.8	11992212.79	12530764.84	12044250.51	24391590.23	11834261.65	17554074.8	22995490.11	23429945.42	17797966.18	10952458.43	9281448.88
D	17731659.12	14036989.62	11721168.69	9416199.71	12543616.66	29400628.71	11612587.91	13597794.23	29683056.54	25672215.6	13810903.93	7555616.01
E	15079433.98	17804275.99	15268828.3	34198323.32	18082203.23	5345966.57	8431991.8	25748552.46	19269598.2	16622993.25	10195278.95	6765665.84
F	18287593.79	20065972.0	13697524.48	59781622.18	20002417.51	4857249.07	8095354.13	19318328.57	17505227.03	16990453.53	7656723.99	5278854.63
G	16725206.77	13651630.74	13334170.94	42878597.75	15344707.33	7023734.98	13617464.31	11306210.76	14286934.35	15193769.94	7377831.86	5657279.0
H	11499380.36	11573602.91	10622672.59	11205067.37	14411664.54	9926256.63	10134982.25	13535757.66	12268901.42	11941426.98	4896402.27	4083045.67
I	13871146.47	13094595.77	12378308.7	9617038.56	17295317.36	10525927.97	11469919.3	10469840.53	10551040.33	12262110.35	5630373.77	3750859.46
J	13956173.3	12834527.35	8538805.76	7430492.16	12783097.58	6877312.62	6782892.94	9353688.45	10150736.3	10996606.75	9197774.13	5788946.27
K	15064221.12	13378145.21	18198337.44	12916202.51	12728734.07	9379734.88	15312669.86	15533446.81	13163913.09	11895838.56	4939851.99	9495336.7
L	14550561.3	15763096.25	11140819.84	9543340.58	6952073.89	11260115.06	12564999.41	14479192.48	14196831.77	10910728.45	6581707.9	18392180.23
M	12662068.78	11338845.53	8903842.84	10633994.96	11749856.13	16278090.29	16486020.27	13846805.36	12430402.39	10189424.74	9125628.88	17342777.91
N	11965862.26	12512597.26	13525064.99	7854522.95	9057933.09	36632541.06	14310590.98	12888825.04	11653563.49	11068251.53	10789062.44	18367991.64
O	10956129.24	12945800.39	17166795.17	7584030.25	14772805.73	19974622.98	16808515.39	13396085.06	12096910.8	11283861.81	13237193.27	9742264.81
P	11028768.2	13350671.28	16483459.12	7951688.77	11900600.45	15754045.38	20288525.35	14090397.08	10325197.68	9596324.43	9532258.56	8049463.39
Q	10337575.88	11120013.15	8187071.48	6026167.78	12045855.74	14873495.59	16381647.17	14467850.38	9983041.96	8183907.63	8045546.68	10109884.45
R	11104770.55	10783126.57	6848749.04	5601034.99	12768015.78	12258507.77	13696259.79	14024725.57	9097592.33	9198117.9	5608610.27	6977384.81
S	13074547.5	11569571.62	11556373.94	11578793.35	21182981.41	15129866.63	14391378.33	9987585.41	9767524.43	14338770.97	7574208.95	8480781.54
T	16058095.25	14921881.13	14712523.99	15412633.89	14922270.65	16151466.13	16214223.2	11748655.67	8736056.87	17024603.78	13118957.47	11127252.34
U	16012948.58	13999918.69	13381475.91	16706821.59	12800725.37	9668810.31	15952831.35	15385291.57	13438634.07	12436435.85	6546380.8	8888724.0
V	15809848.72	15278813.87	11587695.99	6785651.36	9234839.07	7208021.53	8737965.6	11707298.41	12340317.57	11665856.61	8533530.21	11219998.6
W	16571124.37	14859633.12	15204104.4	10188851.63	5561854.68	6080547.19	5252197.55	12145412.38	13112746.56	13253565.39	11397165.6	10844980.34
X	12788639.72	11389205.5	9739934.61	4951076.69	5187425.91	2856989.46	5041894.55	7974618.33	18274259.34	23218531.2	13130374.12	10483393.08
