 	1	2	3	4	5	6	7	8	9	10
A	114293033.98	19259156.79	112792705.03	21513466.95	9415808.65	10789988.39	10545158.96	12881706.79	20823021.19	13400116.29
B	25232120.67	26191893.6	21457968.05	26869160.43	11191254.93	10900142.63	12143535.42	11901401.32	22497887.9	53261000.07
C	40560849.76	50818748.11	38478286.25	36900968.0	43785643.61	34435797.26	41547088.06	55443487.74	29764335.2	80097153.14
D	42031035.35	49819966.8	32742345.67	34892043.27	30337711.52	50972373.62	54839037.16	31002435.28	34127205.23	59643700.01
E	40271718.31	53534899.23	31553287.29	26999014.25	41203247.5	51329685.18	69458591.51	68622121.43	33380246.25	79499819.14
F	52100850.25	50770583.49	33391965.0	30129236.78	49151916.61	35931063.19	51317080.82	150554757.26	39734803.72	95001727.2
G	44832903.32	57902446.43	42030605.27	43424276.85	69521063.64	69679599.44	65178574.14	208611836.76	37916971.82	143626796.46
H	48194906.42	49137238.22	45403957.8	36233422.35	92077337.76	103478330.14	71029921.09	69302208.26	36379838.24	100252268.66
I	71345439.24	85066738.09	155413602.86	58619831.01	96426013.04	66717136.59	52942167.77	45854131.47	25880407.23	89054074.92
J	79304135.08	84714084.89	99644110.0	53453534.27	116262651.52	49329550.92	45360541.88	48576540.52	32658750.75	80800953.3
K	58142915.34	70311694.52	75674222.69	76166577.15	61423526.89	56789987.53	65011895.28	112047254.03	41154702.56	116137816.15
L	67546428.12	74259773.49	85755697.78	145550855.38	41127856.79	53464797.71	156470362.66	74488045.41	36591919.48	92483380.32
M	48762611.21	63384916.32	56710491.26	96862193.99	53652824.0	55849368.54	63546563.95	87448927.8	37856880.36	120893998.86
N	61098082.5	55488667.9	54998952.38	65267910.36	33411607.83	38730662.57	54760238.7	71223949.85	49722658.84	131520043.07
O	57671951.75	66031800.91	53240581.94	37477660.05	53558211.3	112040042.32	62396530.17	68104175.86	89193418.49	116161364.49
P	75797294.18	46052845.17	41811987.73	28972598.26	47277789.69	65802278.11	72969384.65	66396682.4	253803402.8	108566740.32
Q	48717237.59	38637447.5	34587443.65	36225784.14	32820882.21	55476338.53	53161580.63	50598057.73	159872132.74	99567759.08
R	57840723.67	45051673.67	38311200.44	41254643.22	51042679.6	76718080.9	55895216.08	49142361.47	80024509.71	103832676.0
S	47840686.04	55342552.41	48482095.69	72465442.43	67913985.19	100551329.64	52391737.17	54661767.32	38551436.79	138577079.11
T	84372668.59	85533107.25	95545795.4	123652135.37	139850849.92	95681932.81	66726433.55	85010476.66	33201391.05	148890659.18
U	126199643.04	114695286.42	80842888.9	111508094.53	89226028.94	144754729.16	78066287.98	187015084.27	65072064.67	153019212.95
V	78670528.48	83801230.51	56377802.15	109943447.75	84651116.36	54840692.57	64267265.56	66266620.16	43290080.04	153661512.88
W	68577201.44	83690270.34	57484654.83	98103984.29	183102047.76	41968477.84	36018380.15	53259966.27	38540264.36	136803599.16
X	53142783.96	69909617.1	65375533.22	42848723.85	97040795.55	22109898.33	50338670.46	26667558.46	37065660.81	172699027.26
