 	1	2	3	4	5	6	7	8	9	10	11	12
A	4847431.70	2499485.83	6120527.45	3010446.83	10458616.43	2368487.31	4529548.34	3634607.46	2203394.56	3434403.11	3480713.85	4525573.27
B	7333515.02	2643018.57	4186343.16	3477651.37	4145996.18	2578821.75	5741296.80	4318848.67	2364567.90	3528739.66	3685136.94	4466844.19
C	3823050.00	3678781.37	3334629.13	3302735.59	4318727.64	5255000.69	4155379.67	4737402.94	4804712.11	7441605.39	8839251.03	4217817.10
D	3840499.52	3710440.11	3349201.12	3077164.09	3297241.07	7975984.07	4337821.07	3789971.42	4579677.70	7222425.02	5039532.53	4245298.22
E	3250788.14	3607787.50	2728757.77	2802337.58	3164127.97	5973029.48	3457329.49	3319435.20	3490975.19	5401799.48	5928998.42	3976928.92
F	3561248.23	3615647.59	2972512.08	2961621.50	3913965.16	5671319.29	3373565.95	3271491.69	3759407.83	5878911.87	5109975.42	4177256.50
G	3880034.11	4402833.11	3254182.62	4053756.48	5580750.02	5740388.03	3731587.39	3477469.31	4202336.66	5350690.84	4787496.55	5066876.37
H	4017824.85	4151249.72	3496889.19	3975486.13	4431483.16	8134018.49	4020165.70	3583257.52	4271799.97	5110157.26	5193067.51	4048577.54
I	6773275.42	6573183.87	19290910.10	17582670.46	5393294.12	3843234.37	4276096.37	4082900.59	4414210.14	5737759.00	4942649.90	3291999.11
J	5017390.62	5075893.13	7760578.45	5847212.57	5445293.96	3387369.25	3640881.19	3435121.24	3852932.25	5273775.01	8843078.00	4402789.51
K	4282862.02	4386372.68	4245424.47	5118043.55	4418348.26	3947055.64	3931904.96	3882553.76	5626503.94	6755825.38	5357123.34	7531018.99
L	4528918.96	4832183.23	4389033.68	4556911.39	3815228.68	3622278.74	3853309.62	4090671.39	6408368.87	6487762.14	5638505.90	9798615.39
M	5683012.11	5040056.34	4207608.92	3628005.03	4429217.09	3656612.09	4173699.31	3868423.12	5412942.65	6515836.31	9295873.37	18554067.87
N	4726818.28	4672428.15	3803339.42	3341221.00	4019517.57	4519060.26	4491025.09	4074745.11	5625187.07	5892448.27	8844005.87	18987255.00
O	4575999.94	4376508.49	3706362.30	3505822.45	4572319.48	4785282.74	5460391.19	3951732.93	4061029.73	5265578.45	6337384.88	6066686.89
P	4914914.23	4305704.48	3685188.13	3436527.33	5324934.76	3959657.03	5484792.19	5189553.16	4582016.65	5341574.35	5678142.32	5360455.33
Q	4414984.88	4030483.62	3407241.57	3059634.17	3804103.86	4170160.64	4173204.15	6530713.44	4680350.00	5121606.14	5192436.67	5620282.22
R	4255587.35	4059292.31	3293152.84	3262980.60	4081346.46	4176055.26	3875467.29	4682921.04	4479277.14	5060751.39	5798364.51	6403648.78
S	5231607.50	5081508.27	4180879.67	7687772.54	7481397.77	6106806.25	5265027.47	3929847.53	5194536.24	6754271.73	5349931.88	6428758.05
T	4762478.82	5113294.33	4580602.12	6713293.31	5611034.04	5521725.05	5074468.68	4065091.60	4996535.42	6255173.49	9021630.52	7174295.07
U	5755682.43	5554877.56	5510803.31	5927386.57	4973270.53	7476245.91	5523607.89	7270838.44	5655369.91	6855778.98	7550867.37	5580886.53
V	4754001.13	4666694.37	4409137.68	5704389.35	4042733.36	4342280.25	3621743.57	3800363.70	4114659.77	5446489.36	10602093.42	5421899.45
W	4985581.14	4650222.71	4132983.03	4123132.22	4378251.38	4667941.01	3658965.62	4131665.98	4298679.76	6261905.01	9619896.37	7776693.83
X	4970892.82	4698540.11	4305902.07	3675739.15	4940233.81	3377455.02	4269512.79	4011950.66	5021263.98	7239968.55	9401961.38	7633336.65
