 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	36050331.11	29605991.27	18286148.31	16316352.55	4926898.72	4974743.38	10227656.21	5054260.17	21933360.3	6820833.12	6602447.33	1265532.99	9554475.47	10287911.19
B	36448205.59	33005490.52	28972520.48	24305891.23	17314536.13	28820109.8	27630080.12	12032148.09	25797057.31	9528853.24	7272548.91	1426246.18	6341566.1	1771522.25
C	40000530.76	39905001.74	36785342.68	44551233.08	57382102.2	100597041.7	164542290.45	24345645.81	28038569.47	15036401.81	25235489.86	8789095.82	6651673.21	2155177.18
D	30366233.95	28663874.45	28554182.75	34407939.76	69244994.99	41697426.36	52598306.25	9208515.81	23407316.62	11827318.54	9990051.42	8471307.27	2464876.66	5352385.42
E	35352143.59	50531147.69	59462337.63	48466759.33	44236156.44	56619114.42	42973997.2	7289070.12	23425458.6	14497846.55	9871894.9	6160115.18	6173350.8	12937646.98
F	36824442.72	42925187.71	40828968.11	36847953.4	43291475.6	21014726.98	34756598.36	7563470.27	20962584.81	12790971.43	9805023.58	2211392.65	5245612.19	12325250.57
G	32836161.77	27904865.32	29272195.13	33389763.39	41907442.57	8249812.79	25717321.25	9532887.94	19294460.81	9368184.67	8384160.81	2211645.64	2145408.98	522973.62
H	30659379.62	32436359.86	22301515.33	30388724.63	8779031.14	22954051.75	19235304.34	11767787.5	21453222.17	9678974.38	8548319.41	2201932.2	6117354.79	469678.15
I	27757808.04	23772155.23	18852795.52	21279656.11	6284334.19	6822880.69	16899013.34	9547265.48	24123920.11	12248440.16	10688943.24	2321198.98	6688973.16	398331.49
J	27298763.76	20786442.75	14474972.27	18744464.74	5431974.98	5712861.49	11818905.36	6748024.37	17762760.83	10320317.53	9696426.71	5592616.24	7132007.91	578172.33
K	33335825.76	25271794.42	28370570.14	23319504.46	14673003.33	13395559.43	19575616.37	17252592.73	25537759.05	11868759.47	9372848.87	5529434.59	8166188.81	454090.88
L	37309392.51	32090385.47	39369270.02	21282996.21	15130825.26	28461818.02	49437769.13	33586671.66	38074600.86	10054928.03	12195092.65	9355269.03	1001345.57	538122.87
M	55437865.61	68758515.11	71952852.28	65811513.52	58426369.43	33057584.83	51745087.96	45073301.65	20860376.27	12536374.29	12723756.97	5858730.19	10142603.04	574540.71
N	32002511.56	31105745.96	39029493.71	19355527.12	18662099.14	16690432.47	32173194.84	34193002.97	28196398.96	10070434.63	12200653.04	5393812.12	1920214.51	679510.42
O	32004584.38	24498810.73	22847846.35	15296800.45	15237425.59	29399877.53	18363498.29	25812099.75	21730397.47	9220056.16	8365454.61	7460617.05	10383372.09	651510.33
P	29774107.55	26186528.49	17849147.3	21677436.29	33562494.55	17484280.49	20825999.32	35986775.41	17914564.67	7780442.6	13367660.74	4854737.13	902410.47	2143320.29
Q	29999447.01	24556857.23	23264734.39	20095222.12	63365997.58	36114875.29	20657552.6	61164589.46	19715777.04	6651428.68	10626110.94	2354370.12	747330.71	1427207.0
R	26652257.36	22627016.29	19947791.93	25890837.17	24156234.74	36474488.52	21369104.05	44262152.95	18649306.59	6945694.37	9553892.8	1837753.41	6659871.61	3249723.68
S	24534581.03	19457800.89	22962228.67	23665662.4	25194840.42	15994856.14	19981981.0	12778850.42	18301052.15	10355704.12	9573922.97	1402034.85	1215096.26	2017657.55
T	26186356.25	24355058.94	26259531.85	31251994.29	9209933.42	18240858.05	20694624.59	10220641.0	18928494.19	10165400.5	8334832.04	4133483.38	1549513.63	1616765.12
U	32619637.63	35520138.83	35414465.74	28267924.85	12464963.21	21648460.29	25480043.78	23173444.7	24432970.91	9580469.17	9980263.11	6714258.84	2141338.78	4854535.66
V	30481490.98	32119406.39	18397376.4	31571855.26	9901940.83	31336725.5	18072140.52	15932132.3	18640773.9	11959325.83	8677450.75	15799073.13	5861570.98	3788944.04
W	38087877.96	34146467.53	24648999.87	31584134.61	5282994.27	15371514.39	9788766.96	12034637.1	29574454.32	11622860.22	9370000.19	19043626.88	9098581.68	2388600.91
X	33800774.64	28302946.34	25407445.64	38281597.7	8529008.54	6298482.99	18295213.35	23375728.22	32071800.32	18525960.22	12158440.9	15639805.6	2624910.7	1078431.18
