 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	35487956.63	35417837.69	25667273.84	24010334.99	6582690.01	2669183.24	10352121.83	4066426.35	17275671.99	17379708.98	22252000.54	3986190.75	36590646.29	18547221.5
B	36388543.6	39432480.46	33656027.65	33265598.06	18662375.99	22512962.06	31466413.52	12071455.09	32171960.93	23838544.0	33411336.25	3723608.73	18184508.75	2632649.35
C	36899578.8	40485267.33	35869901.72	48822425.87	128220998.25	34152909.36	62260064.16	10093702.53	48058813.48	22723055.29	38072911.71	28424339.12	39312520.91	3359073.86
D	27375218.16	28958107.8	31507049.07	26788520.26	41818949.46	33727690.0	18638672.92	5414181.27	19469327.11	27947091.94	33998843.78	19232203.87	10629720.43	10774015.01
E	26174618.18	45525726.63	40628514.63	39180111.63	31999433.0	15851906.15	30576848.19	5570675.31	41702507.09	26633807.73	41210736.74	22665180.92	29336999.63	52219615.77
F	33101164.59	34479114.74	34955649.28	33586416.21	65265426.86	8954319.29	13484405.44	6261014.38	27854168.4	28092074.07	43709856.09	8200101.05	18941337.12	85229152.76
G	27997961.25	23784175.01	32296967.58	30695289.99	36431153.78	6039929.3	15942347.07	6302281.58	19574317.23	30310466.31	37037119.23	3608750.34	15660034.43	7399628.91
H	27078654.12	27963908.62	21210903.43	26678720.8	13171210.95	12215237.47	15796743.17	7721310.42	27782610.7	26762646.68	41137376.11	4922905.73	34115595.55	3555574.47
I	27930532.25	23938478.2	20689858.14	20512210.02	4750942.64	3359837.07	12683015.89	9484749.13	19875352.43	36262789.81	40882765.4	7644021.93	32583937.72	6108152.42
J	24498190.31	21129214.48	16355091.48	18386520.06	4176601.68	4091548.24	8802684.35	6728796.67	16872858.94	25730659.96	39517432.61	22822885.11	34932950.1	4268073.7
K	23986538.57	22424371.82	24146430.64	21536237.83	17177509.46	26895632.48	18055611.15	34249354.99	29657910.79	40905378.79	40334649.22	20891560.85	36164598.12	6414530.48
L	24487335.13	23681293.54	20741090.7	14477729.93	8955683.89	32417902.53	60955204.65	100539772.92	38563999.55	66823711.73	47725539.83	26474538.51	3395171.05	10959088.35
M	93741027.43	54142413.49	51514127.65	43752231.67	69103959.43	49366611.37	44403056.66	37328251.94	25581390.3	96850935.13	44136893.73	24608388.71	14056517.95	12023822.32
N	25193726.65	25614934.97	25258497.4	16016038.59	14237118.14	31794125.31	31847604.7	43822718.23	36143429.68	100709194.01	54723975.36	19244672.23	5764739.2	12147199.81
O	23777289.53	21445119.85	19640531.69	14965087.12	14777247.85	45821868.11	35910097.76	31231920.82	25134227.5	37738422.15	38579831.28	13312485.52	67993718.78	12610155.64
P	22821567.81	21706635.75	18373006.11	19271638.56	19145143.63	20359600.94	34196344.58	29502136.56	17258248.14	40613686.12	39894585.32	15264860.29	3298065.59	9032154.14
Q	24842737.27	20066804.87	15065125.45	16918681.67	23767881.8	24228971.04	24748713.57	42386341.77	20971210.91	36118447.42	32769477.21	5696521.43	2958347.66	3930875.35
R	19637887.75	19288543.52	15009051.19	16978065.82	19195878.07	28579913.47	24373315.54	26437862.05	21715974.65	27574029.95	38775342.01	6649587.64	34660687.05	6794350.3
S	21537061.54	15789564.02	22394865.77	19751720.34	15450987.05	14291173.66	14253532.47	11492240.48	21390506.98	27917102.0	36138556.83	4894066.63	10235400.55	6906918.12
T	21382998.66	20079427.11	23143683.35	26739684.94	14899294.83	16631972.21	14200307.94	9266074.04	21965384.13	33356420.8	42279190.03	32448792.44	16090511.96	26807491.27
U	21063396.0	22098484.32	23002124.25	22307640.58	21453742.32	21672635.67	19277569.87	19778068.73	25480336.18	39731088.64	41792958.55	20649894.76	16640966.81	25488248.5
V	21102492.98	24819010.33	20529024.14	25409406.98	21283311.86	32075411.65	13559984.57	8441764.87	20341469.78	31486361.63	37686968.3	30445158.42	27677942.53	14611352.79
W	26410642.75	25184693.92	22813328.18	27163362.89	10875477.0	11072760.65	5879938.08	8036308.82	20983867.94	32936889.55	46746208.1	34478260.59	35574935.09	8005672.04
X	26528319.42	24006657.41	21041409.21	25338929.06	22124255.56	5891563.81	12696001.67	6364777.63	19796120.08	64210070.73	60483775.5	28123915.98	19368302.89	3301788.83
