 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	95412963.6	68356311.91	58112020.09	40974815.15	13506230.56	22776445.92	50036178.27	37138628.06	73848839.05	132296884.47	141417091.57	14910439.44	103698142.62	71993554.28
B	93828647.86	87182570.42	88753902.79	62807290.15	65811471.96	76280160.82	67760712.54	50033474.48	65484671.78	122088946.17	119782312.1	19265448.39	83332925.88	100756284.2
C	103092776.13	127659032.96	166736944.25	169204373.67	60653532.99	112855676.3	83237524.21	45554847.08	38699786.34	118492941.39	131707049.22	103679362.31	111699372.99	65421760.57
D	100292245.26	97088492.41	145593920.55	123423884.46	70258075.56	96924155.93	81801740.46	61284003.4	34477003.37	121416615.33	120321144.96	110614597.28	61004849.21	109881033.84
E	83275192.74	125146099.98	126984822.1	114376759.63	118997762.67	52716010.88	69671515.99	33647095.75	49531381.17	110322696.99	106925008.79	88431881.51	94279497.09	84946257.45
F	108235383.96	119275760.05	127281860.93	124109276.7	67274955.96	53767320.1	43172389.64	36141570.26	39105129.74	113653649.42	129802863.62	52101845.89	74098813.95	110640262.62
G	103462671.14	73556136.89	105226506.36	130898056.45	42912766.82	54530289.3	74614554.63	51854059.0	60569870.86	143654580.57	125507848.07	72029017.86	61913006.91	6498268.55
H	92454553.35	95446149.86	77060621.64	97081392.14	47285603.47	69061596.24	72484730.14	56536454.53	69120176.11	119722595.1	138017853.23	59488393.78	99173479.91	7588790.86
I	107637635.71	80628103.65	73798691.52	61753750.01	18267908.94	37391265.87	89347121.86	76332611.03	90825662.52	175921375.77	172668300.68	36773298.66	120409981.82	5936525.27
J	97111216.16	78918799.42	66202852.07	53623869.61	20123808.58	34964424.49	69560645.82	51738694.75	75517227.64	160313080.53	166512555.15	92519670.28	100478839.89	8278839.69
K	94645660.73	86054389.84	83507463.47	83262644.94	90921424.92	54920069.71	62149881.12	75458499.89	62222414.54	118009309.95	115619967.8	81305729.67	113861571.84	6633695.68
L	135010806.75	133449579.15	105236630.99	71832082.07	34904031.41	84477099.83	108947768.1	169268650.89	86520573.54	191815306.07	182267389.73	96919284.71	76314783.14	8535482.17
M	316166619.02	209736348.55	251566912.95	147246478.85	118775478.97	95005989.73	135297494.84	204357212.07	96185534.53	230161729.88	220478421.75	83516868.66	120445944.56	5807577.18
N	104463782.55	98521361.15	76517486.71	59466395.16	37737448.73	46365491.38	82410334.12	181352522.86	79120333.35	157050080.88	151708032.54	70586362.98	41129065.15	5984380.69
O	92614208.24	76484139.45	66759807.21	48202015.65	47383533.88	72779702.73	74833647.95	62799475.28	68388149.11	94748477.0	104189988.7	55912563.1	76163226.14	8548124.72
P	91971307.77	99069970.77	62311362.75	62537576.29	64007604.86	48205295.62	66301193.33	74328886.03	57703983.98	104810522.75	100350597.33	53556999.35	9507249.47	37160558.15
Q	88817223.58	76445423.12	53074609.46	52396334.58	116641236.31	59582111.22	66567955.48	101607747.8	51707508.87	89506877.94	99196224.04	42811988.45	10196830.24	34278504.55
R	73377377.18	67531789.15	49622461.44	61743438.83	86964825.22	68792504.87	66377327.8	81451564.4	51006643.15	89741639.98	113069621.64	27484065.93	81495802.34	45536063.8
S	73301994.67	62776140.41	75859618.09	86099690.52	76302995.69	82482665.95	87831761.34	61971422.04	58316006.87	133958583.52	135096290.92	33337039.51	31793123.63	37001319.78
T	85700194.02	77525803.16	99542053.51	119996708.82	35941687.88	109748656.4	83516687.8	68716506.95	56272163.97	139395628.16	136400312.55	69203719.67	120143628.04	54572866.85
U	96858442.33	91433537.57	84271128.09	104413289.79	53778746.78	77469182.71	77570237.52	87493777.39	76057755.96	93696160.39	97497855.45	112382317.4	153614491.9	140286333.66
V	96484578.0	95191572.26	73570968.94	79657627.32	58327740.24	158494387.75	77238930.38	67711313.58	55509890.69	90760476.41	106457991.27	144210745.37	114162343.26	69832051.46
W	121878333.74	105554328.08	96527194.46	125586366.02	35055815.73	192410850.68	65205965.83	72213364.87	85326235.12	112971680.02	122856617.16	145664016.01	138316467.7	34370004.71
X	112873309.8	107762045.46	85355052.7	73495317.11	131588412.49	16254352.35	61599855.91	79200906.32	78144904.31	123142936.09	131551730.05	115547626.37	138984570.67	17340186.87
