 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	182272865.72	131617525.42	98537897.62	80598866.66	63795414.17	51224544.38	71523224.46	40257093.01	99365506.44	27462239.07	33661418.42	3101912.89	23627014.89	8368651.22
B	149254060.49	116018807.58	98214113.68	178918790.81	101134940.64	161444156.14	129016842.28	56663775.5	128148607.12	28398361.47	24883807.25	4034088.81	21318567.79	2658635.94
C	96403757.17	116279532.45	162580358.22	97594238.81	191194634.96	233212662.55	192369165.09	33505064.57	48796695.36	10787492.97	15877862.04	20560206.05	38120255.58	3187022.84
D	102759741.52	94394890.69	93021407.07	105443310.11	118792337.76	78566375.75	170138918.03	24830856.09	35681751.81	12215585.37	9697395.45	16923884.89	12808914.78	5600609.61
E	115746129.88	123292282.0	127794056.78	148285411.36	103816484.16	173884173.27	118435886.73	22961878.03	88028168.93	14328508.73	16013083.18	35709659.52	29468359.23	20475681.08
F	126565912.23	123987271.06	118675600.25	120673668.64	83874829.06	51134810.3	64596910.08	24949249.17	77554537.7	16054646.22	21026176.24	9237020.36	39913696.48	32561558.59
G	171283337.0	144631993.75	153057090.2	142916324.56	99786741.75	52675517.37	108112274.59	42226440.05	87241430.98	32962934.04	22355582.03	6755404.89	34554052.7	2080589.53
H	154388474.1	153643088.25	122735734.31	155277676.4	86600855.9	111831816.26	97252343.25	57148946.83	135571210.8	33794262.41	32344203.14	21758708.49	37120846.28	1729166.74
I	205180310.08	161782044.63	113194839.5	116140650.99	54450438.46	68713553.24	76391708.6	64748626.37	108190477.48	36841255.13	54140292.31	16724695.91	44433557.82	1468301.52
J	188557790.43	167322107.38	100071216.9	103045090.02	57777888.09	56202978.58	63955750.88	65475737.79	101679599.88	38908315.73	42578019.82	51550092.02	40676803.81	1766762.62
K	155036176.15	132603157.31	130416821.94	135475160.68	116367550.6	108870470.47	101748802.9	144222624.81	109629393.08	26977278.07	38422558.36	45724279.03	35173576.97	1484213.82
L	135006746.76	137033193.0	139063518.8	126648030.41	78984969.34	82659546.24	254299480.03	274240933.81	92936823.82	22928064.88	29754077.4	60648654.36	3080402.59	1354839.82
M	211089486.66	219634898.79	240127922.01	274974338.28	209660711.56	183015985.59	213065647.24	182387295.58	88888887.53	32439402.81	46197111.87	44483289.89	6107210.78	697717.9
N	176928184.92	129785557.0	145849711.14	103459189.95	115332703.87	91136002.08	152638427.07	194125744.49	119850476.0	18403700.66	32665083.83	14968967.13	2312611.04	638565.28
O	142071242.23	111533385.14	119522299.18	107838854.15	145973655.57	113447016.85	148918344.71	115893741.37	146354872.56	23732630.45	36978346.09	12923459.61	11610114.95	957777.76
P	134678952.65	120775752.75	103263749.02	116773416.12	186530105.52	103256962.92	177470331.58	146520533.43	114456233.55	19879520.0	28955488.8	11998003.86	1731746.73	7478970.25
Q	145186182.06	105364379.11	95993919.76	116309393.78	138196894.84	133314533.83	114239195.78	186459765.8	84839793.02	18681411.48	23130561.3	3682425.3	2402675.33	4347723.39
R	127624270.53	104711663.32	113831415.95	115029057.65	118845416.41	184637181.61	109619669.29	177959489.74	89751381.33	19443328.52	20605684.32	4953504.28	33685679.83	8992380.22
S	143065789.16	104930758.58	128428529.02	134544845.09	89586839.08	92636435.51	92965046.5	73374137.6	75691849.28	40387640.89	37048803.12	12125788.58	6775244.31	30918322.25
T	144306559.49	122002172.31	134006947.28	132269905.25	73505594.09	79493163.58	77226353.09	43761048.67	81978371.76	76888816.71	28184932.48	22377199.64	14820664.09	18693814.32
U	97884404.71	72785871.18	58890767.18	63257670.56	36901208.5	48213919.76	74134756.06	43491670.08	79516312.48	38989720.14	28038609.89	32435339.2	10430917.08	30664140.1
V	113236209.55	135146537.7	92179706.54	109315985.12	65422197.43	80337977.73	60033581.72	48706871.01	86610540.05	45327024.83	29798589.42	44447261.36	40523450.94	14060532.31
W	174167143.28	172723654.95	117583264.46	138466216.39	49774513.38	41843130.77	35387812.05	38870050.3	108117791.05	65613938.24	42215594.3	39435590.18	29125229.9	7456725.9
X	144950848.62	142471374.25	121222951.8	113352598.15	85366461.8	128047982.39	64515849.55	49696805.34	147384666.64	151711116.31	33196702.38	30376811.69	16038817.54	4525371.27
