 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	83777730.52	72986838.16	52957825.61	44128018.8	8053283.84	13704599.44	31134584.09	13554821.85	51776507.46	60632303.21	62947000.36	5260170.45	64613768.05	32814079.7
B	71707348.37	62659811.96	60379335.48	51378235.39	43904154.92	45183128.75	50828302.31	21841458.06	60320092.57	52466181.02	58368099.84	5984470.47	37080436.82	10306321.99
C	55760573.14	50588191.2	45687123.07	46018380.86	124235897.8	46076272.54	85785486.78	17680664.05	47799805.45	35091461.71	43057901.71	52863510.87	52489767.3	13619645.58
D	46853153.91	40196123.71	32334105.24	27840155.93	19845966.13	28440852.12	19444407.38	9440525.64	25064081.76	35806034.43	41794591.74	38100424.65	18391587.91	56578405.18
E	47599458.94	54808817.21	61141214.93	38184851.19	25179074.42	42353732.93	33742648.7	9225957.61	35292932.63	41288984.79	48205325.78	39646452.21	39011970.0	67646105.64
F	53591827.5	44593071.46	44793007.12	34070751.57	36634281.32	16557396.77	25194097.89	10846384.96	31941409.06	46028510.18	75551465.29	14388209.39	47143508.43	61509174.15
G	61369831.47	38977403.88	48266841.17	39072267.7	36598225.78	14982780.6	32815325.23	14763457.14	30450704.06	54947787.74	44147478.29	7354971.1	18569901.99	10168259.47
H	51909728.16	49835052.72	37741959.27	42252335.1	16539909.69	38011422.88	30139312.15	15522949.22	43902279.31	49034275.91	62516949.74	7677321.19	43589575.91	12827711.95
I	69327895.15	68450218.2	52758562.48	53348881.56	10680812.65	17753377.63	43778284.13	15048575.38	47440717.34	76243945.15	73436276.07	10748846.83	41007611.76	11036045.4
J	64618106.72	47863282.12	44400864.22	43375135.44	10823801.3	12643457.91	25564065.05	11994377.7	40839852.05	61013789.14	70193683.74	47077274.1	40992704.6	9638355.18
K	50544520.51	40116146.42	38725568.91	42965405.22	32193789.47	26709922.58	29111953.2	26813257.0	41218414.91	58746045.78	57505092.93	41917564.64	44827537.53	7904146.86
L	52225204.8	47453756.42	38576471.5	28971534.63	15392347.86	33755387.0	97903146.72	42202128.22	50853810.16	73410011.06	70302352.36	59762715.11	4115769.46	11499892.56
M	100644809.52	101627442.97	86186377.49	94979581.0	77117153.25	55022739.03	75762469.77	51000767.33	33736927.74	89420764.91	68472954.35	54958005.82	21533592.39	18483446.62
N	53177455.78	47569614.28	41945222.81	28198843.32	28485669.29	28584618.19	47311894.44	68880850.37	41078361.26	88361246.27	75799615.84	23572460.9	9433033.15	25416921.26
O	44377231.92	39894740.81	36247842.98	34952489.8	28172115.83	57166342.4	42888217.09	60377943.66	39809824.18	62261428.3	64470086.2	18434490.82	41593032.68	32911518.98
P	52547739.38	45796169.65	37464948.24	37005945.33	59181049.45	33707090.87	50828624.78	45842198.8	31513589.39	66969601.39	72368977.99	19286994.88	3692731.36	13184828.73
Q	44136331.86	34629478.4	28849195.07	40226889.05	70794005.52	38853460.44	39785433.97	98067751.45	32441735.61	64310758.07	50382737.16	10148519.59	5037588.47	8289291.58
R	42835460.71	33401682.32	30950010.77	35449730.31	48339729.61	40145237.9	39619743.63	69352779.95	31644717.73	51845547.53	63114943.07	8650001.93	48695391.8	8977330.89
S	36939145.33	27350493.24	37213272.17	43247055.06	24864876.35	26236107.95	22010264.93	26097534.84	31529607.09	68550868.04	65415185.87	7261220.01	5933342.13	8935803.91
T	43691174.59	30864095.43	40940564.48	42367975.16	13681794.11	32030189.28	23643261.23	18170441.51	33963867.66	58878871.48	63974558.06	34840320.56	15315195.46	15935440.15
U	47572732.02	45677180.78	36881975.14	41771995.42	26503219.7	49490626.04	33505804.96	53533025.14	34224187.02	69299153.72	58799596.8	28187094.25	22275627.33	29325067.93
V	55353334.4	57433095.81	36456133.32	42558322.98	25244896.64	78372814.99	26742922.26	21721702.76	28898908.83	57531213.86	54980622.51	50119384.51	51986728.59	19087831.8
W	62376624.4	54157476.12	40222687.12	46182704.53	9906706.09	23300953.59	14610625.7	20228470.14	36382171.28	71807211.94	70700999.65	70797211.09	52453886.11	11762726.86
X	59916143.11	54581434.85	39605363.32	41034632.89	23967798.86	5684626.79	24691900.78	22260839.45	37901010.77	106011303.63	83758270.31	51021823.88	24976755.0	5081129.08
