 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	61711498.8	53532824.38	38482106.69	26886004.3	10183599.98	14679463.14	34550260.44	14486351.98	49669290.27	3848391.97	2542756.09	853969.62	2333010.28	1069939.2
B	54154451.92	61761693.62	61815348.48	47157552.62	56162235.26	67247012.26	46163972.13	25730092.33	43242235.62	4639765.99	2347237.43	741447.09	1967164.72	581833.03
C	55953456.43	92508892.83	90275632.33	65694929.25	36125810.26	173587723.82	99187972.06	27391223.22	24837606.76	4708942.14	3724409.02	2312351.98	2097824.64	702909.11
D	55035885.0	53632132.76	68132165.75	66610505.51	70439612.72	41078433.3	60258061.44	7618627.45	17429903.05	4338897.41	2279897.11	2188238.8	1010300.27	1549251.57
E	60077299.58	108532315.6	112229229.16	88341533.47	65543463.33	86925793.32	24749112.11	6765763.52	20688402.7	5854249.27	2840069.27	1943559.64	1857163.79	4279045.97
F	72269746.69	67035092.28	101826362.75	61078454.45	28616426.18	21267002.32	18008393.07	8411016.03	21617473.32	6327683.49	3309952.13	1313598.26	2865746.72	2987755.2
G	62815708.24	52337824.12	56356025.43	51670918.25	19619768.0	14406284.7	38534381.58	19903899.89	27786621.67	4777388.07	2954187.98	1566420.47	1341426.06	382872.04
H	62354993.42	62391585.6	44447755.54	51701065.93	22735326.29	46504845.15	28479767.54	16442494.26	36405114.93	6623895.98	4291391.31	1643638.83	2495598.97	406652.62
I	55715128.83	45313246.16	35767682.89	33567899.11	10629128.74	18558305.13	42345969.41	53274388.02	50749019.45	8177865.16	5177807.59	1411240.62	2652331.59	382039.16
J	55364809.76	42390993.09	33490768.35	29065607.07	9254194.63	12943689.83	34141658.08	16640868.59	46254971.23	7231176.07	5170411.66	2679083.98	2829299.99	422940.66
K	64086009.48	53805340.49	47853989.95	52357054.76	26582351.76	34374152.64	28847990.02	25953535.41	49922419.18	7836353.29	5062952.82	3478729.34	2940128.89	380511.19
L	71814114.0	64443266.07	49306473.1	36630770.82	15517125.71	54486523.94	65976736.63	49976146.05	58408645.99	9238996.69	6559074.62	3721027.49	623706.74	391081.61
M	111694599.03	123691639.21	98259292.98	117156293.06	86985846.54	57586664.25	85670720.58	51841406.57	38214528.07	7930659.86	6577828.99	3137040.13	4278849.6	409978.6
N	68881623.69	61006561.07	47331980.75	32875166.03	30039843.0	39059324.33	60906555.19	68167198.85	52201061.73	8198072.14	7070741.0	1942233.03	719466.39	429788.96
O	72561118.38	54790047.54	47516721.71	34285892.54	38676216.94	66366980.62	36755147.04	45518972.28	46093955.23	6214382.04	6402359.7	2204417.57	2419302.15	458629.06
P	70294977.89	58525837.06	45197801.17	45832700.27	84237309.59	47273432.15	51935763.07	54623282.71	35335162.33	6869931.54	8456911.5	1629827.34	583417.19	866970.93
Q	69235141.1	54387037.79	40392676.69	56178476.12	106477009.7	58009839.45	49044839.89	80115781.55	33197663.97	5487471.09	5919749.29	1009090.58	671933.19	665611.56
R	53234416.93	46775273.21	41305767.97	66368339.11	65121195.11	44430540.72	46120577.74	59783976.98	32633156.51	6353750.6	5299586.68	1451030.6	3238066.59	741524.08
S	51628157.0	37375079.48	46802914.07	46076858.21	30791187.61	31151895.87	44545297.0	26870078.35	29080091.02	5803377.73	4699171.11	1210194.52	938714.42	980856.57
T	53975777.34	46710663.92	49801868.07	52574827.78	14806942.33	34695972.95	41445085.06	22495963.46	32556051.65	6879474.47	4122604.87	2579255.2	3028773.85	968292.29
U	59228037.97	56483281.38	46055882.84	45197993.13	22045531.67	34965285.25	36961865.93	34347600.38	38665025.11	5646410.22	4865882.15	2326961.5	1636308.03	1824600.34
V	68026541.92	65298768.96	42894555.6	58321470.74	20318642.72	45130971.8	33603742.27	24576943.47	30962645.49	6872708.6	4336174.12	5083896.28	6413903.88	1825152.66
W	77919297.02	74968473.47	57830081.39	58011295.46	11627396.93	19583838.76	16927855.52	20638024.25	38254376.46	5854878.63	3913296.53	6113233.16	4760956.82	1125621.83
X	71537211.52	64952655.97	54956276.75	66514797.88	15454220.75	4360818.85	22888069.7	30468228.51	36615491.19	7831056.48	3829249.53	5308460.29	1188529.91	750512.95
