 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	125725698.0	107758730.0	70723125.0	70312513.0	31419880.0	30895649.0	40982886.0	29848758.0	69226968.0	72984416.0	72357232.0	29327613.0	114545027.0	120465302.0
B	130782419.0	121045864.0	99704898.0	108180430.0	76033361.0	92126661.0	100786540.0	59007468.0	100398633.0	127134726.0	112658526.0	31853075.0	82551143.0	35995461.0
C	124228979.0	115144916.0	112573597.0	99986716.0	225126963.0	139836468.0	656405928.0	109224412.0	165283521.0	147394740.0	194537888.0	93655300.0	88585657.0	43577079.0
D	92435998.0	86808685.0	84523233.0	94346734.0	146784123.0	112183347.0	185473368.0	55679430.0	91478261.0	130122537.0	122053709.0	101330556.0	46240707.0	119715907.0
E	91840474.0	107097130.0	107829991.0	93672581.0	93350859.0	138987975.0	150116450.0	41135235.0	92747476.0	129348647.0	124406490.0	94786228.0	83015128.0	266475237.0
F	102743646.0	108514016.0	99069948.0	104784053.0	209203449.0	80798281.0	151362301.0	43453415.0	90264124.0	143407685.0	121032212.0	46109140.0	83687603.0	341827012.0
G	111574000.0	83353114.0	97691804.0	85212325.0	170529217.0	40841049.0	91908906.0	38870066.0	70652326.0	106386770.0	144876468.0	44563437.0	39875697.0	26561215.0
H	110968723.0	110781189.0	82616263.0	112648786.0	44319549.0	94257011.0	69141022.0	58681115.0	86981871.0	110036150.0	121444543.0	45661088.0	97036198.0	22378435.0
I	106354845.0	86417467.0	74443184.0	76206810.0	32153936.0	34733970.0	52653634.0	38241613.0	70646861.0	89150592.0	110739846.0	41854336.0	89022513.0	21297987.0
J	109109417.0	93683451.0	62289234.0	81303930.0	29840247.0	29909972.0	41204251.0	30480506.0	59831932.0	89809852.0	93488029.0	78758182.0	92265120.0	21946570.0
K	107830386.0	87623649.0	88571933.0	72785531.0	41717614.0	38958547.0	62862148.0	52211021.0	87144150.0	103885655.0	122044884.0	77413874.0	112160016.0	21850799.0
L	165316149.0	150555790.0	137160300.0	87379697.0	66344894.0	113110151.0	236913267.0	145079718.0	195063445.0	202027335.0	249992536.0	128518514.0	30616747.0	20836840.0
M	166182359.0	219730243.0	242131441.0	192671190.0	144800113.0	80550308.0	188188277.0	83244579.0	94029782.0	201436481.0	222892777.0	109779509.0	256789520.0	23756477.0
N	124471061.0	132343897.0	121944450.0	78114562.0	77939503.0	66852013.0	126513175.0	105566725.0	101023722.0	195180850.0	241988178.0	81337117.0	44386506.0	21854781.0
O	96476585.0	85429458.0	90191260.0	67628515.0	64680569.0	86136393.0	80259271.0	74870932.0	83007541.0	121683240.0	153912159.0	87589737.0	332129513.0	24389489.0
P	120425135.0	136480221.0	91870286.0	102359346.0	137017105.0	72169157.0	79637152.0	122892810.0	65789345.0	164118651.0	185823716.0	74310415.0	29478923.0	36114254.0
Q	108148968.0	99377812.0	102292142.0	85002079.0	142964311.0	86925378.0	89032042.0	177388968.0	69949399.0	127131746.0	146439878.0	37776601.0	24131246.0	29333760.0
R	90465437.0	92210105.0	91840239.0	94330647.0	81599690.0	116786607.0	79321222.0	139947082.0	68033015.0	143563676.0	155825144.0	36611304.0	103778237.0	44291155.0
S	83852227.0	66636982.0	81744944.0	72815785.0	67746599.0	50990209.0	65076004.0	44587717.0	75547493.0	115638470.0	127456758.0	29654684.0	24952703.0	35335643.0
T	90546431.0	80171775.0	83292877.0	116174477.0	41079829.0	59631428.0	60023001.0	47685287.0	76518993.0	145737933.0	110710175.0	54126291.0	32331468.0	34560480.0
U	102277726.0	101087772.0	96184118.0	115702596.0	59819626.0	86551944.0	94898803.0	115679355.0	102563755.0	198972539.0	162512780.0	64362993.0	31008002.0	65621742.0
V	100022104.0	105371033.0	76378215.0	100036403.0	41876471.0	119591086.0	55253482.0	53831199.0	69280235.0	143768213.0	123675474.0	98366523.0	118731415.0	65884375.0
W	110541694.0	102749874.0	78800313.0	94199207.0	30367800.0	66331543.0	37154467.0	39782280.0	99130209.0	134855306.0	113786555.0	162201137.0	138479307.0	60791522.0
X	118076721.0	108370759.0	94682346.0	104019783.0	34367430.0	25951886.0	49724493.0	107439951.0	109444043.0	209061433.0	146453311.0	134872082.0	28036179.0	33057949.0
