 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	167014749.67	141879277.47	115070316.02	87117541.51	27688255.01	30909013.2	63749984.64	34971312.85	125948801.45	126843358.91	116414457.45	35757853.43	154408793.82	123660139.26
B	182277877.39	179833494.31	175692845.05	149270141.72	163799724.32	127071564.46	151645147.22	86523897.71	182338108.4	167286681.87	158624366.45	39145314.06	134349228.37	25816012.98
C	178787050.0	173522830.44	192099936.29	188297570.07	134781271.34	227899377.2	371490950.85	119756819.02	190091321.68	224623181.93	235054273.21	126055400.5	162194149.94	51593250.32
D	152957298.3	131021278.39	129733551.33	155356854.48	117046306.46	242579857.88	295684171.73	68030755.41	138094509.06	203224795.01	193116736.65	147079388.35	76657214.34	106042232.18
E	158786123.75	161711845.76	239398578.25	210346823.19	74365784.68	297323244.72	226837038.18	70687934.65	182545147.71	257574308.42	190695756.77	110017379.26	143191993.26	193028545.6
F	168701568.1	167443418.61	170218584.68	169734642.14	73943446.32	136166318.74	166595410.06	75967759.24	140619004.93	229912126.0	183526590.75	48815271.69	176114067.11	170623012.39
G	159100200.63	129240721.09	160886151.8	140863547.1	54913895.71	57892748.54	142085093.51	62685119.21	105722945.73	200457248.26	196204734.54	29584214.78	109139331.21	49904994.17
H	149870373.23	152796965.5	104539769.98	136290325.57	57499960.39	128764908.51	104082430.98	99527672.41	135155699.0	186394456.74	172860298.53	32564979.1	179239346.51	26655497.95
I	139803157.92	118592500.54	85645419.98	75125059.17	34202208.93	38753950.87	77108291.7	46620882.46	112548647.91	160691873.42	158506995.26	41297882.13	178986033.48	46000978.83
J	134463112.0	104934235.83	79074043.33	78843948.69	30816659.94	29318466.38	54829473.78	34127822.12	95139791.12	149265194.43	155480461.64	104159443.61	170619922.05	38958809.72
K	128558224.41	115143264.81	122632154.72	120508408.31	109535444.92	70824210.8	95090010.34	98298614.98	143586722.94	187540627.45	192644385.78	131928295.05	178449012.7	29327484.25
L	142115780.06	163407233.96	126894286.27	111656800.47	107442544.76	108502873.78	140920059.37	149274347.51	140906914.92	196956522.3	232034137.28	164755789.92	43509129.08	52237565.51
M	189248207.15	219596445.92	275617180.17	197358933.63	232734808.36	172349768.72	203372462.4	176092045.48	113589052.55	243151701.23	289742701.75	160954057.91	411790160.54	74517725.39
N	148795663.55	150023242.62	134189625.89	93546891.29	144940367.44	60899918.03	118622033.57	166595657.58	119209897.48	208253161.82	280819338.57	98440836.66	81441667.74	96746641.13
O	147113394.89	135524416.04	132033328.43	109178075.69	116303358.96	120218223.51	122779859.78	153330433.37	146556366.39	212458441.03	207750854.01	111797620.53	220878388.88	101700429.83
P	135779396.31	141083851.64	107092955.31	120035283.37	192719400.89	84536972.45	130233184.4	182929359.7	102808308.35	192390879.4	255231167.24	87628002.34	24336242.17	50072913.97
Q	136120565.98	111534691.53	99338011.61	125553376.66	258204845.64	135236011.3	129956009.25	256922135.68	104963303.55	180595803.51	243750344.83	74986743.05	20479921.92	35867845.02
R	133512838.27	116004153.55	101125923.49	147627675.62	178040418.52	144685454.14	130393401.33	188267764.31	114243735.83	187356438.76	256976429.99	35021222.47	155369397.84	49442048.72
S	129861833.17	103139468.44	129353584.22	130087855.35	122310641.55	119998415.62	153631134.59	118272155.63	119382058.17	209216197.64	233637990.98	28291780.56	30182923.95	49486710.51
T	143531832.28	120554959.51	132248516.65	145895738.16	48642616.23	120060666.41	129404934.59	92106761.19	125592802.7	209672482.38	196717068.91	47206076.6	51113188.94	43354534.32
U	141316228.15	136141301.04	130938647.05	137301474.92	72804527.36	98447057.59	124406097.95	156332585.63	136880068.47	231950916.88	239641623.55	147274947.56	76522254.23	134935371.26
V	150300727.67	153925585.96	117840836.15	141174120.65	66002713.43	172356856.62	103522612.33	87490658.73	125219181.89	217002266.16	201135444.25	217152944.89	201678010.8	76826288.06
W	175112609.67	147953095.44	136628329.6	131057537.55	28814116.88	89291975.11	70830418.13	113258929.77	148618417.94	245795808.13	226794370.75	269256039.67	198775880.22	49004117.19
X	178622032.03	167947455.82	117839749.96	159425284.0	53125370.34	17176767.53	90086704.0	117780626.63	164325314.56	333260325.45	267729606.43	211182489.37	58974172.23	23859587.06
