 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	3364816.71	3357284.99	2908530.44	2417112.32	1592357.29	1593654.31	1842154.29	1559903.7	2227024.57	3458863.54	3648134.17	2501469.37	6030122.83	9532697.98
B	3813374.63	3873497.96	3504053.69	3342920.78	2301970.46	2364408.13	3146624.96	2062144.01	2663330.3	5037445.44	5012394.03	2484757.9	4330680.72	2481521.3
C	6014401.43	8253169.19	6934683.05	5120298.08	4161612.59	11543084.8	34808579.98	3205215.21	3545813.85	8922432.4	7779217.72	4669298.86	4154915.16	3009764.45
D	5387329.67	7128198.91	7409694.09	8085296.71	23086654.27	15372295.56	11718388.99	2477111.0	2870999.43	10707237.42	8578079.11	4605193.75	2950290.0	4255290.28
E	5324570.55	6608051.68	8588593.08	6844659.68	4248739.41	5606571.99	6649828.02	1909836.33	3109001.36	6966727.88	6768006.2	4007394.08	3668561.65	9709170.47
F	5375843.59	6205964.73	7013978.7	6071386.21	17455590.97	5257571.08	4831133.73	1832977.91	2542018.47	6845749.07	7109652.19	2839077.54	3409880.53	8587760.28
G	3781369.04	3762233.04	4381099.46	5480391.95	2711492.14	2117644.4	2965549.43	1660570.56	1987656.14	4818962.33	6748084.05	3038264.11	2642177.72	3650951.77
H	3522549.4	4100314.38	3347329.12	3656158.53	1776186.34	2771518.52	1924688.26	1708538.96	2157655.08	4756498.33	5625286.51	2920901.56	4482656.48	2598805.93
I	3361791.81	2974426.27	3073720.86	2662680.37	1573098.22	1629881.22	1740811.06	1597692.3	1986341.38	3834600.66	4892226.3	2778282.06	4761134.96	4951329.8
J	3123725.19	2903238.88	2763721.65	2658116.16	1562184.59	1595412.79	1631822.36	1520184.15	1945428.41	3710392.09	4260695.05	3259782.34	4229261.16	2764507.11
K	3622365.82	3654687.74	5579238.33	3096433.24	1751987.44	2194284.34	2346278.92	2035858.32	3050873.87	4861882.51	5415014.78	3266606.29	4491580.78	2690194.46
L	4135558.92	5187944.01	4134920.26	3217184.17	1778231.32	2762159.53	4310567.18	3191277.53	5743044.28	6045467.28	6568061.32	3834926.85	3115380.38	3131827.71
M	5811933.73	6642385.31	5750492.41	6512717.64	3217222.22	2678022.37	5136875.83	3236971.9	2650412.5	5111418.17	6153932.8	4403514.89	26604411.05	4651519.06
N	3934771.1	4963773.19	4164319.41	3315323.36	2011226.45	2405717.09	3348757.96	3487481.85	2517005.09	5336409.0	6484843.33	4668794.47	5399700.18	4359406.18
O	4040816.55	3524086.37	4584057.35	2935712.63	1958847.25	2524101.05	2594458.5	2783192.1	2714748.3	5091436.21	6333033.08	6118216.61	21923752.84	4681702.13
P	4018933.57	4433961.46	3156928.95	3146084.26	2410674.79	1999808.65	2587013.31	4279941.32	2073469.48	5275934.61	6063298.72	4408067.99	2556101.36	3313939.21
Q	4319203.52	3970860.27	2984130.28	3242978.32	3597177.74	2999566.72	3209897.98	5929772.39	2525614.42	4587730.63	5822050.62	2907907.69	2060424.72	3015516.51
R	3426022.55	3406675.36	2830675.74	3407271.51	2963284.51	3856884.32	2744260.45	4357209.11	2444278.9	4907388.06	5723053.68	2166961.97	5060735.25	4539807.39
S	3132329.27	2967576.49	2764547.49	2957180.9	2337239.75	2665732.26	2318622.41	2154007.99	2135511.09	6827626.69	6399843.99	2026451.52	1934491.23	3273716.49
T	3108715.17	3221251.38	2921474.31	3945313.93	1772114.98	3339699.01	2286440.0	1931899.89	2222539.3	6046923.17	5409010.55	4044928.38	1989117.08	2752386.3
U	5567232.46	5484565.68	3999006.53	4517094.56	2632689.87	4689758.08	3775847.04	3746463.88	3368469.43	7818491.09	7411531.18	3945863.39	2142273.91	5467861.88
V	3607913.32	3838845.85	2653476.94	4070717.77	1944043.31	6003054.13	2081481.99	2330132.97	2205416.35	5783639.77	5268163.03	8824718.78	2667484.93	3206363.99
W	4280974.69	4416713.06	3352945.37	3991734.79	1768300.12	3295656.08	1777359.75	1978823.81	2987521.34	6857018.94	5758439.1	10388824.11	6545104.09	2336813.38
X	3617285.56	3671139.19	2620135.33	4847086.67	1700889.03	1534115.5	1857861.76	4052708.58	2791631.74	9233262.4	6848475.72	9724226.93	3251682.59	1791032.65
